1705418164 ens5
1705418164 KB/s in KB/s out
1705418164 0.37 0.45
1705418165 0.10 0.10
1705418166 0.10 0.10
1705418167 0.10 0.10
1705418168 0.10 0.10
1705418169 0.14 0.14
1705418170 0.10 0.10
1705418171 0.79 0.52
1705418172 246.63 154.29
1705418173 645.10 364.75
1705418174 695.36 407.77
1705418175 682.33 405.33
1705418176 690.40 400.97
1705418177 688.88 401.25
1705418178 656.68 391.36
1705418179 670.46 399.59
1705418180 719.84 415.79
1705418181 686.43 405.36
1705418182 680.09 406.95
1705418183 694.83 411.11
1705418184 672.78 399.91
1705418185 692.70 399.07
1705418186 683.45 397.65
1705418187 690.48 406.38
1705418188 708.89 414.23
1705418189 695.63 406.70
1705418190 688.31 409.12
1705418191 696.25 412.78
1705418192 378.53 236.31
1705418193 43.96 36.62
1705418194 0.10 0.10
1705418195 0.10 0.10
1705418196 0.10 0.10
1705418197 0.18 0.18
1705418198 0.10 0.10
1705418199 0.10 0.10
1705418200 0.10 0.10
1705418201 0.94 1.08
1705418202 0.10 0.10
1705418203 0.10 0.10
1705418204 0.10 0.10
1705418205 0.10 0.10
1705418206 0.10 0.10
1705418207 0.10 0.10
1705418208 0.00 0.00
1705418209 0.10 0.10
