1705417691 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
1705417691 r b swpd free inact active si so bi bo in cs us sy id wa st
1705417691 8 1 0 58571048 2544800 2708240 0 0 19 242 512 501 2 1 97 0 0
1705417692 1 0 0 58571712 2544800 2708524 0 0 0 0 1225 1612 0 0 100 0 0
1705417693 2 0 0 58571968 2544824 2710028 0 0 0 0 1454 1621 0 0 100 0 0
1705417694 1 0 0 58571908 2544824 2710016 0 0 0 0 1393 1649 0 0 100 0 0
1705417695 0 0 0 58570852 2544824 2710020 0 0 0 0 1412 1751 0 0 100 0 0
1705417696 0 0 0 58570664 2544828 2710024 0 0 0 0 1344 1725 0 0 100 0 0
1705417697 0 0 0 58570048 2544828 2710104 0 0 0 0 1372 1740 0 0 100 0 0
1705417698 0 0 0 58569716 2544828 2710040 0 0 0 0 1514 1590 0 0 100 0 0
1705417699 0 0 0 58568548 2544832 2710112 0 0 0 0 1375 1767 0 0 100 0 0
1705417700 2 0 0 58569564 2545456 2710244 0 0 0 412 32341 30382 5 1 93 0 0
1705417701 2 0 0 58567240 2548124 2710436 0 0 0 916 82355 77954 12 4 83 0 0
1705417702 11 0 0 58563212 2551288 2712440 0 0 0 924 85723 80445 13 4 83 0 0
1705417703 3 0 0 58559832 2554032 2712712 0 0 0 920 82280 75308 13 4 83 0 0
1705417704 3 0 0 58556192 2557012 2713020 0 0 0 924 83665 75957 11 4 85 0 0
1705417705 4 0 0 58553128 2559940 2713116 0 0 0 916 81942 75113 14 4 83 0 0
1705417706 1 0 0 58549088 2562804 2713228 0 0 0 924 84746 78057 11 4 85 0 0
1705417707 5 0 0 58545560 2565776 2713724 0 0 0 916 82366 76581 13 4 83 0 0
1705417708 2 0 0 58541676 2568848 2716004 0 0 0 968 83641 77486 11 4 85 0 0
1705417709 8 0 0 58538124 2571556 2715976 0 0 0 916 83541 77196 13 3 84 0 0
1705417710 1 0 0 58534848 2574596 2716180 0 0 0 924 83793 76414 11 4 85 0 0
1705417711 6 0 0 58531852 2577416 2716376 0 0 0 916 83245 76105 13 4 83 0 0
1705417712 2 0 0 58528820 2580352 2716724 0 0 0 924 84222 78184 11 4 85 0 0
1705417713 6 0 0 58526056 2583176 2716708 0 0 0 916 84282 78005 12 4 84 0 0
1705417714 4 0 0 58520392 2586260 2719164 0 0 0 920 82972 76739 12 4 84 0 0
1705417715 5 0 0 58517016 2589196 2719036 0 0 0 916 84803 78432 11 4 85 0 0
1705417716 1 0 0 58508700 2591932 2723956 0 0 0 920 83731 75590 13 4 83 0 0
1705417717 3 0 0 58506636 2594896 2724768 0 0 0 944 85295 79310 13 5 81 0 0
1705417718 7 0 0 58502832 2597820 2724848 0 0 0 920 83282 77593 13 4 82 0 0
1705417719 3 0 0 58498152 2600680 2725088 0 0 0 920 85191 79289 12 4 85 0 0
1705417720 2 0 0 58494016 2603020 2728456 0 0 0 636 51265 47778 10 2 88 0 0
1705417721 1 0 0 58492416 2603040 2728308 0 0 0 0 3170 3713 0 0 99 0 0
1705417722 2 0 0 58492384 2603052 2728332 0 0 0 164 1481 1816 0 0 100 0 0
1705417723 1 0 0 58491712 2602396 2728488 0 0 0 0 1536 1706 0 0 100 0 0
1705417724 1 0 0 58491032 2602396 2728400 0 0 0 0 1731 2169 0 0 99 0 0
1705417725 1 0 0 58491456 2602396 2728236 0 0 0 0 1419 1776 0 0 100 0 0
1705417726 1 0 0 58491184 2602400 2728276 0 0 0 0 1287 1500 0 0 100 0 0
1705417727 1 0 0 58490664 2602400 2728432 0 0 0 45408 1809 2127 0 0 100 0 0
1705417728 1 0 0 58491124 2602400 2728260 0 0 0 0 1683 1962 0 0 100 0 0
1705417729 1 0 0 58490988 2602404 2728400 0 0 0 0 1260 1644 0 0 100 0 0
1705417730 1 0 0 58490812 2602404 2728344 0 0 0 0 1580 1919 0 0 100 0 0
1705417731 1 0 0 58490156 2602404 2728344 0 0 0 0 1155 1436 0 0 100 0 0
1705417732 1 0 0 58490808 2602408 2728500 0 0 0 6616 1540 1814 0 0 100 0 0
1705417733 2 0 0 58491656 2602408 2727988 0 0 0 0 1447 1693 0 0 100 0 0
1705417734 1 0 0 58491224 2602408 2728400 0 0 0 0 1343 1636 0 0 100 0 0
1705417735 1 0 0 58490892 2602416 2728384 0 0 0 0 1430 1755 0 0 100 0 0
1705417736 1 0 0 58490600 2602416 2728616 0 0 0 0 1412 1782 0 0 100 0 0
1705417737 1 0 0 58490544 2602416 2728488 0 0 0 0 1277 1623 0 0 100 0 0
1705417738 1 0 0 58489856 2602420 2728432 0 0 0 0 1467 1686 0 0 100 0 0
1705417739 1 0 0 58490400 2602420 2728600 0 0 0 0 1424 1810 1 0 99 0 0
