1705417809 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
1705417809 r b swpd free inact active si so bi bo in cs us sy id wa st
1705417809 7 2 0 59153780 2595056 2759896 0 0 18 226 516 525 2 1 97 0 0
1705417810 1 0 0 59152728 2595068 2761956 0 0 0 4 1157 1536 0 0 100 0 0
1705417811 1 0 0 59153360 2595080 2762016 0 0 0 0 1417 1655 0 0 100 0 0
1705417812 1 0 0 59154072 2595080 2761904 0 0 0 0 1284 1597 0 0 100 0 0
1705417813 0 0 0 59153680 2595080 2761904 0 0 0 0 1433 1643 0 0 100 0 0
1705417814 0 0 0 59153616 2595084 2762044 0 0 0 0 1554 1917 0 0 100 0 0
1705417815 0 0 0 59154240 2595084 2762060 0 0 0 0 1248 1470 0 0 100 0 0
1705417816 0 0 0 59154152 2595084 2762056 0 0 0 0 1402 1656 0 0 100 0 0
1705417817 0 0 0 59153892 2595088 2762060 0 0 0 0 1386 1726 0 0 100 0 0
1705417818 0 1 0 59153372 2595580 2762188 0 0 0 452 28797 28508 3 1 96 0 0
1705417819 7 0 0 59194872 2598376 2715252 0 0 0 960 74672 71350 12 3 84 0 0
1705417820 6 0 0 59192856 2600956 2716584 0 0 0 976 72169 69674 11 3 86 0 0
1705417821 1 1 0 59178376 2603984 2728720 0 0 0 992 73030 71158 12 3 85 0 0
1705417822 1 0 0 59174540 2606480 2730264 0 0 0 952 73915 72766 10 3 86 0 0
1705417823 4 0 0 59158900 2609176 2743704 0 0 0 1024 74473 73025 10 3 86 0 0
1705417824 1 1 0 59145936 2611652 2754680 0 0 0 1024 72714 70170 13 3 84 0 0
1705417825 3 1 0 59141532 2614416 2754824 0 0 0 992 72694 71392 11 2 87 0 0
1705417826 1 0 0 59134600 2617256 2759992 0 0 0 928 72897 69371 13 3 84 0 0
1705417827 2 1 0 59130448 2619872 2760288 0 0 0 1000 72881 70614 11 3 86 0 0
1705417828 3 1 0 59115052 2622892 2773340 0 0 0 1020 72880 68756 13 3 84 0 0
1705417829 2 0 0 59107860 2625460 2776724 0 0 0 924 73970 72245 12 3 85 0 0
1705417830 1 0 0 59104484 2628184 2777616 0 0 0 972 73422 70475 10 3 87 0 0
1705417831 3 0 0 59101876 2630712 2777564 0 0 0 1020 70228 66682 13 3 84 0 0
1705417832 5 0 0 59097756 2633584 2777876 0 0 0 972 72649 71315 10 2 87 0 0
1705417833 1 1 0 59110812 2636368 2761592 0 0 0 948 75370 71150 12 3 85 0 0
1705417834 2 0 0 59106072 2639048 2764476 0 0 0 996 72544 70995 11 3 87 0 0
1705417835 16 0 0 59091196 2641760 2778676 0 0 0 1016 72951 71161 12 3 84 0 0
1705417836 1 1 0 59086780 2644284 2779020 0 0 0 944 73543 71587 10 2 87 0 0
1705417837 1 1 0 59106444 2647060 2755516 0 0 0 1004 74928 70258 12 3 84 0 0
1705417838 2 0 0 59102500 2649100 2757988 0 0 0 648 46611 46963 7 2 91 0 0
1705417839 1 0 0 59102352 2649320 2758544 0 0 0 0 4043 4580 1 0 99 0 0
1705417840 1 0 0 59102100 2649332 2758124 0 0 0 0 1194 1364 0 0 100 0 0
1705417841 2 0 0 59101500 2649336 2758356 0 0 0 0 1568 1841 0 0 100 0 0
1705417842 1 0 0 59101348 2649336 2758272 0 0 0 0 1479 1853 0 0 100 0 0
1705417843 1 0 0 59102372 2649336 2758204 0 0 0 0 1435 1582 0 0 100 0 0
1705417844 1 0 0 59101796 2649340 2758432 0 0 0 156 1530 1739 0 0 100 0 0
1705417845 1 0 0 59102048 2649340 2758404 0 0 0 0 1347 1521 0 0 100 0 0
1705417846 1 0 0 59102660 2649340 2758480 0 0 0 0 1646 1917 0 0 100 0 0
1705417847 1 0 0 59102280 2649344 2758408 0 0 0 0 1735 2328 1 0 99 0 0
1705417848 1 0 0 59101128 2649344 2758368 0 0 0 0 1405 1653 0 0 100 0 0
1705417849 2 0 0 59101404 2649344 2758328 0 0 0 47000 1927 2163 0 0 99 0 0
1705417850 1 0 0 59101124 2649348 2758196 0 0 0 0 1356 1682 0 0 100 0 0
1705417851 1 0 0 59101044 2649348 2758660 0 0 0 0 1362 1596 0 0 100 0 0
1705417852 1 0 0 59100512 2649348 2758456 0 0 0 0 1271 1586 0 0 100 0 0
1705417853 3 0 0 59100404 2649356 2758412 0 0 0 0 1390 1555 0 0 100 0 0
1705417854 1 0 0 59101920 2648796 2758404 0 0 0 0 1604 1776 1 0 99 0 0
1705417855 1 0 0 59101588 2648796 2758232 0 0 0 0 1220 1482 0 0 100 0 0
1705417856 1 0 0 59100908 2648800 2758468 0 0 0 0 1355 1628 0 0 100 0 0
1705417857 1 0 0 59101004 2648800 2758124 0 0 0 0 1429 1630 0 0 100 0 0
