1705417750 PING 35.176.250.42 (35.176.250.42) 56(84) bytes of data.
1705417750 64 bytes from 35.176.250.42: icmp_seq=1 ttl=63 0.219 ms
1705417751 64 bytes from 35.176.250.42: icmp_seq=2 ttl=63 0.219 ms
1705417752 64 bytes from 35.176.250.42: icmp_seq=3 ttl=63 0.206 ms
1705417753 64 bytes from 35.176.250.42: icmp_seq=4 ttl=63 0.191 ms
1705417754 64 bytes from 35.176.250.42: icmp_seq=5 ttl=63 0.214 ms
1705417755 64 bytes from 35.176.250.42: icmp_seq=6 ttl=63 0.190 ms
1705417756 64 bytes from 35.176.250.42: icmp_seq=7 ttl=63 0.197 ms
1705417757 64 bytes from 35.176.250.42: icmp_seq=8 ttl=63 0.219 ms
1705417758 64 bytes from 35.176.250.42: icmp_seq=9 ttl=63 0.215 ms
1705417759 64 bytes from 35.176.250.42: icmp_seq=10 ttl=63 0.183 ms
1705417760 64 bytes from 35.176.250.42: icmp_seq=11 ttl=63 0.183 ms
1705417761 64 bytes from 35.176.250.42: icmp_seq=12 ttl=63 0.185 ms
1705417762 64 bytes from 35.176.250.42: icmp_seq=13 ttl=63 0.186 ms
1705417763 64 bytes from 35.176.250.42: icmp_seq=14 ttl=63 0.183 ms
1705417764 64 bytes from 35.176.250.42: icmp_seq=15 ttl=63 0.195 ms
1705417766 64 bytes from 35.176.250.42: icmp_seq=16 ttl=63 0.182 ms
1705417767 64 bytes from 35.176.250.42: icmp_seq=17 ttl=63 0.179 ms
1705417768 64 bytes from 35.176.250.42: icmp_seq=18 ttl=63 0.185 ms
1705417769 64 bytes from 35.176.250.42: icmp_seq=19 ttl=63 0.181 ms
1705417770 64 bytes from 35.176.250.42: icmp_seq=20 ttl=63 0.186 ms
1705417771 64 bytes from 35.176.250.42: icmp_seq=21 ttl=63 0.193 ms
1705417772 64 bytes from 35.176.250.42: icmp_seq=22 ttl=63 0.245 ms
1705417773 64 bytes from 35.176.250.42: icmp_seq=23 ttl=63 0.200 ms
1705417774 64 bytes from 35.176.250.42: icmp_seq=24 ttl=63 0.201 ms
1705417775 64 bytes from 35.176.250.42: icmp_seq=25 ttl=63 0.195 ms
1705417776 64 bytes from 35.176.250.42: icmp_seq=26 ttl=63 0.184 ms
1705417777 64 bytes from 35.176.250.42: icmp_seq=27 ttl=63 0.186 ms
1705417778 64 bytes from 35.176.250.42: icmp_seq=28 ttl=63 0.183 ms
1705417779 64 bytes from 35.176.250.42: icmp_seq=29 ttl=63 0.190 ms
1705417780 64 bytes from 35.176.250.42: icmp_seq=30 ttl=63 0.189 ms
1705417781 64 bytes from 35.176.250.42: icmp_seq=31 ttl=63 0.222 ms
1705417782 64 bytes from 35.176.250.42: icmp_seq=32 ttl=63 0.209 ms
1705417783 64 bytes from 35.176.250.42: icmp_seq=33 ttl=63 0.210 ms
1705417784 64 bytes from 35.176.250.42: icmp_seq=34 ttl=63 0.215 ms
1705417785 64 bytes from 35.176.250.42: icmp_seq=35 ttl=63 0.200 ms
1705417786 64 bytes from 35.176.250.42: icmp_seq=36 ttl=63 0.201 ms
1705417787 64 bytes from 35.176.250.42: icmp_seq=37 ttl=63 0.209 ms
1705417788 64 bytes from 35.176.250.42: icmp_seq=38 ttl=63 0.205 ms
1705417789 64 bytes from 35.176.250.42: icmp_seq=39 ttl=63 0.210 ms
1705417790 64 bytes from 35.176.250.42: icmp_seq=40 ttl=63 0.195 ms
1705417791 64 bytes from 35.176.250.42: icmp_seq=41 ttl=63 0.210 ms
1705417792 64 bytes from 35.176.250.42: icmp_seq=42 ttl=63 0.211 ms
1705417793 64 bytes from 35.176.250.42: icmp_seq=43 ttl=63 0.195 ms
1705417794 64 bytes from 35.176.250.42: icmp_seq=44 ttl=63 0.211 ms
1705417795 64 bytes from 35.176.250.42: icmp_seq=45 ttl=63 0.204 ms
1705417796 64 bytes from 35.176.250.42: icmp_seq=46 ttl=63 0.211 ms
1705417797 64 bytes from 35.176.250.42: icmp_seq=47 ttl=63 0.214 ms
