1705490900 PING 35.177.39.249 (35.177.39.249) 56(84) bytes of data.
1705490900 64 bytes from 35.177.39.249: icmp_seq=1 ttl=63 0.220 ms
1705490901 64 bytes from 35.177.39.249: icmp_seq=2 ttl=63 0.200 ms
1705490902 64 bytes from 35.177.39.249: icmp_seq=3 ttl=63 0.194 ms
1705490903 64 bytes from 35.177.39.249: icmp_seq=4 ttl=63 0.183 ms
1705490904 64 bytes from 35.177.39.249: icmp_seq=5 ttl=63 0.201 ms
1705490905 64 bytes from 35.177.39.249: icmp_seq=6 ttl=63 0.193 ms
1705490906 64 bytes from 35.177.39.249: icmp_seq=7 ttl=63 0.194 ms
1705490907 64 bytes from 35.177.39.249: icmp_seq=8 ttl=63 0.189 ms
1705490908 64 bytes from 35.177.39.249: icmp_seq=9 ttl=63 0.193 ms
1705490910 64 bytes from 35.177.39.249: icmp_seq=10 ttl=63 0.200 ms
1705490911 64 bytes from 35.177.39.249: icmp_seq=11 ttl=63 0.189 ms
1705490912 64 bytes from 35.177.39.249: icmp_seq=12 ttl=63 0.199 ms
1705490913 64 bytes from 35.177.39.249: icmp_seq=13 ttl=63 0.175 ms
1705490914 64 bytes from 35.177.39.249: icmp_seq=14 ttl=63 0.180 ms
1705490915 64 bytes from 35.177.39.249: icmp_seq=15 ttl=63 0.196 ms
1705490916 64 bytes from 35.177.39.249: icmp_seq=16 ttl=63 0.187 ms
1705490917 64 bytes from 35.177.39.249: icmp_seq=17 ttl=63 0.181 ms
1705490918 64 bytes from 35.177.39.249: icmp_seq=18 ttl=63 0.178 ms
1705490919 64 bytes from 35.177.39.249: icmp_seq=19 ttl=63 0.173 ms
1705490920 64 bytes from 35.177.39.249: icmp_seq=20 ttl=63 0.180 ms
1705490921 64 bytes from 35.177.39.249: icmp_seq=21 ttl=63 0.179 ms
1705490922 64 bytes from 35.177.39.249: icmp_seq=22 ttl=63 0.196 ms
1705490923 64 bytes from 35.177.39.249: icmp_seq=23 ttl=63 0.191 ms
1705490924 64 bytes from 35.177.39.249: icmp_seq=24 ttl=63 0.173 ms
1705490925 64 bytes from 35.177.39.249: icmp_seq=25 ttl=63 0.170 ms
1705490926 64 bytes from 35.177.39.249: icmp_seq=26 ttl=63 0.177 ms
1705490927 64 bytes from 35.177.39.249: icmp_seq=27 ttl=63 0.183 ms
1705490928 64 bytes from 35.177.39.249: icmp_seq=28 ttl=63 0.172 ms
1705490929 64 bytes from 35.177.39.249: icmp_seq=29 ttl=63 0.180 ms
1705490930 64 bytes from 35.177.39.249: icmp_seq=30 ttl=63 0.195 ms
1705490931 64 bytes from 35.177.39.249: icmp_seq=31 ttl=63 0.208 ms
1705490932 64 bytes from 35.177.39.249: icmp_seq=32 ttl=63 0.180 ms
1705490933 64 bytes from 35.177.39.249: icmp_seq=33 ttl=63 0.193 ms
1705490934 64 bytes from 35.177.39.249: icmp_seq=34 ttl=63 0.204 ms
1705490935 64 bytes from 35.177.39.249: icmp_seq=35 ttl=63 0.208 ms
1705490936 64 bytes from 35.177.39.249: icmp_seq=36 ttl=63 0.185 ms
1705490937 64 bytes from 35.177.39.249: icmp_seq=37 ttl=63 0.183 ms
1705490938 64 bytes from 35.177.39.249: icmp_seq=38 ttl=63 0.196 ms
1705490939 64 bytes from 35.177.39.249: icmp_seq=39 ttl=63 0.211 ms
1705490940 64 bytes from 35.177.39.249: icmp_seq=40 ttl=63 0.186 ms
1705490941 64 bytes from 35.177.39.249: icmp_seq=41 ttl=63 0.191 ms
1705490942 64 bytes from 35.177.39.249: icmp_seq=42 ttl=63 0.198 ms
1705490943 64 bytes from 35.177.39.249: icmp_seq=43 ttl=63 0.197 ms
1705490944 64 bytes from 35.177.39.249: icmp_seq=44 ttl=63 0.193 ms
1705490945 64 bytes from 35.177.39.249: icmp_seq=45 ttl=63 0.199 ms
1705490946 64 bytes from 35.177.39.249: icmp_seq=46 ttl=63 0.199 ms
1705490947 64 bytes from 35.177.39.249: icmp_seq=47 ttl=63 0.201 ms
1705490948 64 bytes from 35.177.39.249: icmp_seq=48 ttl=63 0.181 ms
