1705418454 PING 10.0.170.98 (10.0.170.98) 56(84) bytes of data.
1705418454 64 bytes from 10.0.170.98: icmp_seq=1 ttl=64 0.133 ms
1705418455 64 bytes from 10.0.170.98: icmp_seq=2 ttl=64 0.103 ms
1705418456 64 bytes from 10.0.170.98: icmp_seq=3 ttl=64 0.106 ms
1705418457 64 bytes from 10.0.170.98: icmp_seq=4 ttl=64 0.095 ms
1705418458 64 bytes from 10.0.170.98: icmp_seq=5 ttl=64 0.111 ms
1705418459 64 bytes from 10.0.170.98: icmp_seq=6 ttl=64 0.126 ms
1705418460 64 bytes from 10.0.170.98: icmp_seq=7 ttl=64 0.113 ms
1705418461 64 bytes from 10.0.170.98: icmp_seq=8 ttl=64 0.095 ms
1705418462 64 bytes from 10.0.170.98: icmp_seq=9 ttl=64 0.143 ms
1705418463 64 bytes from 10.0.170.98: icmp_seq=10 ttl=64 0.087 ms
1705418464 64 bytes from 10.0.170.98: icmp_seq=11 ttl=64 0.071 ms
1705418465 64 bytes from 10.0.170.98: icmp_seq=12 ttl=64 0.079 ms
1705418466 64 bytes from 10.0.170.98: icmp_seq=13 ttl=64 0.081 ms
1705418467 64 bytes from 10.0.170.98: icmp_seq=14 ttl=64 0.076 ms
1705418468 64 bytes from 10.0.170.98: icmp_seq=15 ttl=64 0.084 ms
1705418469 64 bytes from 10.0.170.98: icmp_seq=16 ttl=64 0.075 ms
1705418471 64 bytes from 10.0.170.98: icmp_seq=17 ttl=64 0.086 ms
1705418472 64 bytes from 10.0.170.98: icmp_seq=18 ttl=64 0.115 ms
1705418473 64 bytes from 10.0.170.98: icmp_seq=19 ttl=64 0.076 ms
1705418474 64 bytes from 10.0.170.98: icmp_seq=20 ttl=64 0.069 ms
1705418475 64 bytes from 10.0.170.98: icmp_seq=21 ttl=64 0.071 ms
1705418476 64 bytes from 10.0.170.98: icmp_seq=22 ttl=64 0.084 ms
1705418477 64 bytes from 10.0.170.98: icmp_seq=23 ttl=64 0.073 ms
1705418478 64 bytes from 10.0.170.98: icmp_seq=24 ttl=64 0.081 ms
1705418479 64 bytes from 10.0.170.98: icmp_seq=25 ttl=64 0.075 ms
1705418480 64 bytes from 10.0.170.98: icmp_seq=26 ttl=64 0.081 ms
1705418481 64 bytes from 10.0.170.98: icmp_seq=27 ttl=64 0.081 ms
1705418482 64 bytes from 10.0.170.98: icmp_seq=28 ttl=64 0.092 ms
1705418483 64 bytes from 10.0.170.98: icmp_seq=29 ttl=64 0.098 ms
1705418484 64 bytes from 10.0.170.98: icmp_seq=30 ttl=64 0.091 ms
1705418485 64 bytes from 10.0.170.98: icmp_seq=31 ttl=64 0.103 ms
1705418486 64 bytes from 10.0.170.98: icmp_seq=32 ttl=64 0.122 ms
1705418487 64 bytes from 10.0.170.98: icmp_seq=33 ttl=64 0.118 ms
1705418488 64 bytes from 10.0.170.98: icmp_seq=34 ttl=64 0.117 ms
1705418489 64 bytes from 10.0.170.98: icmp_seq=35 ttl=64 0.118 ms
1705418490 64 bytes from 10.0.170.98: icmp_seq=36 ttl=64 0.119 ms
1705418491 64 bytes from 10.0.170.98: icmp_seq=37 ttl=64 0.119 ms
1705418492 64 bytes from 10.0.170.98: icmp_seq=38 ttl=64 0.108 ms
1705418493 64 bytes from 10.0.170.98: icmp_seq=39 ttl=64 0.120 ms
1705418494 64 bytes from 10.0.170.98: icmp_seq=40 ttl=64 0.122 ms
1705418495 64 bytes from 10.0.170.98: icmp_seq=41 ttl=64 0.122 ms
1705418496 64 bytes from 10.0.170.98: icmp_seq=42 ttl=64 0.124 ms
1705418497 64 bytes from 10.0.170.98: icmp_seq=43 ttl=64 0.122 ms
1705418498 64 bytes from 10.0.170.98: icmp_seq=44 ttl=64 0.107 ms
1705418499 64 bytes from 10.0.170.98: icmp_seq=45 ttl=64 0.105 ms
