1705417281 ens5
1705417281 KB/s in KB/s out
1705417281 9.57 9.62
1705417282 12.87 10.66
1705417283 8.05 10.81
1705417284 4.96 4.87
1705417285 7.16 6.35
1705417286 8.95 9.75
1705417287 9.68 7.06
1705417288 8.14 10.73
1705417289 299.50 197.85
1705417290 752.23 483.21
1705417291 703.39 452.67
1705417292 747.07 467.53
1705417293 751.91 491.13
1705417294 739.18 472.25
1705417295 724.96 480.93
1705417296 698.64 445.09
1705417297 743.90 477.65
1705417298 739.81 494.17
1705417299 747.96 479.63
1705417300 695.72 452.02
1705417301 737.50 481.80
1705417302 741.98 474.15
1705417303 747.14 478.25
1705417304 741.17 477.12
1705417305 703.65 443.17
1705417306 745.51 468.84
1705417307 743.23 474.64
1705417308 754.45 483.24
1705417309 402.05 266.47
1705417310 15.96 17.93
1705417311 5.46 5.91
1705417312 9.76 6.98
1705417313 11.83 14.02
1705417314 8.16 8.64
1705417315 3.52 3.20
1705417316 5.54 5.83
1705417317 13.45 10.27
1705417318 11.34 14.50
1705417319 6.95 7.08
1705417320 3.78 3.30
1705417321 9.32 9.21
1705417322 13.14 10.93
1705417323 8.06 10.81
1705417324 4.95 4.86
1705417325 7.37 6.49
1705417326 8.55 9.41
1705417327 9.59 6.97
1705417328 8.04 10.63
