1705418630 PING 10.0.43.184 (10.0.43.184) 56(84) bytes of data.
1705418630 64 bytes from 10.0.43.184: icmp_seq=1 ttl=64 0.174 ms
1705418631 64 bytes from 10.0.43.184: icmp_seq=2 ttl=64 0.162 ms
1705418632 64 bytes from 10.0.43.184: icmp_seq=3 ttl=64 0.158 ms
1705418633 64 bytes from 10.0.43.184: icmp_seq=4 ttl=64 0.163 ms
1705418634 64 bytes from 10.0.43.184: icmp_seq=5 ttl=64 0.158 ms
1705418635 64 bytes from 10.0.43.184: icmp_seq=6 ttl=64 0.161 ms
1705418636 64 bytes from 10.0.43.184: icmp_seq=7 ttl=64 0.168 ms
1705418637 64 bytes from 10.0.43.184: icmp_seq=8 ttl=64 0.162 ms
1705418638 64 bytes from 10.0.43.184: icmp_seq=9 ttl=64 0.181 ms
1705418639 64 bytes from 10.0.43.184: icmp_seq=10 ttl=64 0.134 ms
1705418640 64 bytes from 10.0.43.184: icmp_seq=11 ttl=64 0.142 ms
1705418641 64 bytes from 10.0.43.184: icmp_seq=12 ttl=64 0.133 ms
1705418642 64 bytes from 10.0.43.184: icmp_seq=13 ttl=64 0.130 ms
1705418643 64 bytes from 10.0.43.184: icmp_seq=14 ttl=64 0.131 ms
1705418644 64 bytes from 10.0.43.184: icmp_seq=15 ttl=64 0.142 ms
1705418645 64 bytes from 10.0.43.184: icmp_seq=16 ttl=64 0.140 ms
1705418646 64 bytes from 10.0.43.184: icmp_seq=17 ttl=64 0.120 ms
1705418647 64 bytes from 10.0.43.184: icmp_seq=18 ttl=64 0.132 ms
1705418648 64 bytes from 10.0.43.184: icmp_seq=19 ttl=64 0.122 ms
1705418649 64 bytes from 10.0.43.184: icmp_seq=20 ttl=64 0.126 ms
1705418650 64 bytes from 10.0.43.184: icmp_seq=21 ttl=64 0.132 ms
1705418651 64 bytes from 10.0.43.184: icmp_seq=22 ttl=64 0.124 ms
1705418652 64 bytes from 10.0.43.184: icmp_seq=23 ttl=64 0.126 ms
1705418653 64 bytes from 10.0.43.184: icmp_seq=24 ttl=64 0.132 ms
1705418654 64 bytes from 10.0.43.184: icmp_seq=25 ttl=64 0.124 ms
1705418655 64 bytes from 10.0.43.184: icmp_seq=26 ttl=64 0.138 ms
1705418656 64 bytes from 10.0.43.184: icmp_seq=27 ttl=64 0.147 ms
1705418657 64 bytes from 10.0.43.184: icmp_seq=28 ttl=64 0.126 ms
1705418658 64 bytes from 10.0.43.184: icmp_seq=29 ttl=64 0.129 ms
1705418659 64 bytes from 10.0.43.184: icmp_seq=30 ttl=64 0.148 ms
1705418660 64 bytes from 10.0.43.184: icmp_seq=31 ttl=64 0.150 ms
1705418661 64 bytes from 10.0.43.184: icmp_seq=32 ttl=64 0.157 ms
1705418663 64 bytes from 10.0.43.184: icmp_seq=33 ttl=64 0.152 ms
1705418664 64 bytes from 10.0.43.184: icmp_seq=34 ttl=64 0.152 ms
1705418665 64 bytes from 10.0.43.184: icmp_seq=35 ttl=64 0.154 ms
1705418666 64 bytes from 10.0.43.184: icmp_seq=36 ttl=64 0.157 ms
1705418667 64 bytes from 10.0.43.184: icmp_seq=37 ttl=64 0.153 ms
1705418668 64 bytes from 10.0.43.184: icmp_seq=38 ttl=64 0.153 ms
1705418669 64 bytes from 10.0.43.184: icmp_seq=39 ttl=64 0.151 ms
1705418670 64 bytes from 10.0.43.184: icmp_seq=40 ttl=64 0.154 ms
1705418671 64 bytes from 10.0.43.184: icmp_seq=41 ttl=64 0.165 ms
1705418672 64 bytes from 10.0.43.184: icmp_seq=42 ttl=64 0.166 ms
1705418673 64 bytes from 10.0.43.184: icmp_seq=43 ttl=64 0.159 ms
1705418674 64 bytes from 10.0.43.184: icmp_seq=44 ttl=64 0.157 ms
1705418675 64 bytes from 10.0.43.184: icmp_seq=45 ttl=64 0.153 ms
