1705417515 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
1705417515 r b swpd free inact active si so bi bo in cs us sy id wa st
1705417515 7 0 0 62417872 721116 800460 0 0 22 139 69 88 1 0 99 0 0
1705417516 1 0 0 62417800 721128 801384 0 0 0 0 281 195 0 0 100 0 0
1705417517 1 0 0 62417216 721136 801916 0 0 0 0 632 368 0 0 100 0 0
1705417518 1 0 0 62416688 721136 801712 0 0 0 0 470 362 0 0 100 0 0
1705417519 1 0 0 62415892 721136 801560 0 0 0 0 486 351 0 0 100 0 0
1705417520 1 0 0 62415476 721140 801896 0 0 0 0 535 399 0 0 100 0 0
1705417521 0 0 0 62415600 721140 801980 0 0 0 0 512 363 0 0 100 0 0
1705417522 0 0 0 62415212 721140 801724 0 0 0 0 553 374 0 0 100 0 0
1705417523 24 0 0 61808160 721148 1383596 0 0 0 0 3666 5907 39 5 56 0 0
1705417524 1 0 0 61337104 721200 1850092 0 0 0 0 3951 4400 57 4 39 0 0
1705417525 0 0 0 61319104 721204 1865512 0 0 0 0 3285 1880 2 0 98 0 0
1705417526 1 0 0 61301700 721204 1880248 0 0 0 0 3720 2135 1 0 98 0 0
1705417527 3 0 0 61284932 721204 1895788 0 0 0 0 3821 2161 1 0 98 0 0
1705417528 1 0 0 61266544 721204 1912664 0 0 0 0 3745 2243 1 0 98 0 0
1705417529 1 0 0 61219260 721208 1955632 0 0 0 0 4648 3474 2 1 97 0 0
1705417530 2 0 0 61215776 721208 1955060 0 0 0 0 4032 2286 3 0 97 0 0
1705417531 2 0 0 61237460 721208 1931872 0 0 0 0 4435 2525 2 0 98 0 0
1705417532 1 0 0 61240292 721212 1929672 0 0 0 0 4085 2407 2 0 98 0 0
1705417533 1 0 0 61237140 721212 1934956 0 0 0 0 3984 2268 2 0 98 0 0
1705417534 2 0 0 61231412 721212 1942644 0 0 0 0 3845 2212 2 0 98 0 0
1705417535 3 0 0 61226488 721216 1945604 0 0 0 0 3694 2124 2 0 98 0 0
1705417536 1 0 0 61225852 721216 1945712 0 0 0 4 3956 2322 2 0 98 0 0
1705417537 1 0 0 61224448 721216 1947040 0 0 0 0 3634 2190 1 0 99 0 0
1705417538 1 0 0 61224476 721220 1947504 0 0 0 0 3683 2137 1 0 99 0 0
1705417539 1 0 0 61214536 721220 1961972 0 0 0 0 3951 2249 2 0 97 0 0
1705417540 2 0 0 61266816 721220 1903512 0 0 0 48 5327 2708 2 0 98 0 0
1705417541 7 0 0 61268740 721224 1903096 0 0 0 68 4374 2638 3 0 97 0 0
1705417542 1 0 0 61263032 721224 1911096 0 0 0 0 4022 2596 2 0 98 0 0
1705417543 1 0 0 61254416 721224 1921188 0 0 0 0 4045 2661 1 0 98 0 0
1705417544 1 0 0 61246964 721228 1927224 0 0 0 0 2859 1993 1 0 99 0 0
1705417545 1 0 0 62410720 721260 802064 0 0 0 0 2721 1931 1 1 99 0 0
1705417546 1 0 0 62412404 721260 801696 0 0 0 52 572 391 0 0 100 0 0
1705417547 1 0 0 62412528 721264 802044 0 0 0 0 558 358 0 0 100 0 0
1705417548 1 0 0 62412896 721264 801760 0 0 0 0 554 419 0 0 100 0 0
1705417549 1 0 0 62413228 721264 801936 0 0 0 0 554 383 0 0 100 0 0
1705417550 1 0 0 62413560 721268 801720 0 0 0 0 542 392 0 0 100 0 0
1705417551 1 0 0 62412612 721268 801864 0 0 0 4 532 375 0 0 100 0 0
1705417552 1 0 0 62412280 721268 802024 0 0 0 0 536 413 0 0 100 0 0
1705417553 1 0 0 62412656 721272 802072 0 0 0 0 591 399 0 0 100 0 0
1705417554 1 0 0 62413264 721272 802104 0 0 0 0 534 381 0 0 100 0 0
1705417555 1 0 0 62413108 721272 802268 0 0 0 0 525 366 0 0 100 0 0
1705417556 1 0 0 62413472 721276 802156 0 0 0 0 539 404 0 0 100 0 0
1705417557 1 0 0 62413360 721276 802196 0 0 0 60 528 371 0 0 100 0 0
1705417558 1 0 0 62413200 721276 802004 0 0 0 0 511 376 0 0 100 0 0
1705417559 1 0 0 62413252 721280 802376 0 0 0 0 503 354 0 0 100 0 0
1705417560 2 0 0 62413156 721280 801972 0 0 0 0 529 366 0 0 100 0 0
