1705418163 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
1705418163 r b swpd free inact active si so bi bo in cs us sy id wa st
1705418163 8 1 0 58467192 2997852 3029380 0 0 15 199 763 754 3 1 96 0 0
1705418164 1 0 0 58468044 2997860 3031288 0 0 0 0 1357 1614 0 0 100 0 0
1705418165 1 0 0 58468068 2997876 3031496 0 0 0 0 1355 1643 0 0 100 0 0
1705418166 1 0 0 58467328 2997876 3031480 0 0 0 0 1580 1899 0 0 100 0 0
1705418167 1 0 0 58466956 2997876 3031484 0 0 0 0 1192 1513 0 0 100 0 0
1705418168 0 0 0 58467216 2997880 3031488 0 0 0 0 1251 1607 0 0 100 0 0
1705418169 0 0 0 58467724 2997880 3031472 0 0 0 0 1790 2048 0 0 100 0 0
1705418170 0 0 0 58466912 2997884 3031476 0 0 0 0 1453 1654 0 0 100 0 0
1705418171 0 0 0 58466352 2997888 3031512 0 0 0 0 1475 1635 0 0 100 0 0
1705418172 3 0 0 58467708 2998560 3031424 0 0 0 436 37670 36471 6 1 93 0 0
1705418173 1 0 0 58498728 3002796 2992892 0 0 0 1140 99769 84928 19 5 76 0 0
1705418174 8 0 0 58495796 3006796 2992892 0 0 0 1144 95624 87939 17 4 78 0 0
1705418175 4 0 0 58487660 3011108 2999260 0 0 0 1132 95331 86543 19 5 76 0 0
1705418176 4 0 0 58480808 3014800 3002236 0 0 0 1136 96700 89616 16 5 80 0 0
1705418177 1 0 0 58441520 3019300 3036948 0 0 0 1168 93575 85144 21 5 74 0 0
1705418178 6 0 0 58436464 3023072 3037740 0 0 0 1116 92954 85443 16 4 79 0 0
1705418179 2 0 0 58431504 3026992 3037944 0 0 0 964 94769 85835 19 4 77 0 0
1705418180 7 0 0 58372588 3035372 3089668 0 0 0 1104 93071 84621 20 4 75 0 0
1705418181 5 0 0 58367004 3039216 3089732 0 0 0 1192 96249 88198 16 4 79 0 0
1705418182 4 0 0 58363192 3043688 3089900 0 0 0 1132 93184 85321 19 4 76 0 0
1705418183 3 0 0 58357260 3047724 3092020 0 0 0 1140 93740 86219 17 4 80 0 0
1705418184 2 0 0 58351352 3051180 3092180 0 0 0 1160 95295 86238 19 4 77 0 0
1705418185 4 0 0 58348084 3054956 3092392 0 0 0 1144 93929 86968 17 4 79 0 0
1705418186 5 0 0 58341980 3059272 3094692 0 0 0 1136 94098 85854 19 4 76 0 0
1705418187 4 0 0 58337980 3063440 3094580 0 0 0 1164 95020 86062 19 4 77 0 0
1705418188 2 0 0 58332636 3067372 3094800 0 0 0 1108 94791 88299 17 4 79 0 0
1705418189 4 0 0 58327352 3071984 3096520 0 0 0 1148 95702 87630 20 4 76 0 0
1705418190 2 0 0 58319224 3075816 3099648 0 0 0 1136 96270 88721 16 4 80 0 0
1705418191 7 0 0 58314356 3079972 3099916 0 0 0 1144 93834 85549 19 4 76 0 0
1705418192 2 0 0 58312180 3083000 3099728 0 0 0 776 60494 57048 11 3 86 0 0
1705418193 1 0 0 58311524 3083348 3100152 0 0 0 0 5300 6213 1 0 99 0 0
1705418194 1 0 0 58311632 3083376 3100072 0 0 0 0 1843 2366 0 0 100 0 0
1705418195 1 0 0 58311152 3083380 3100036 0 0 0 0 1264 1478 0 0 100 0 0
1705418196 1 0 0 58310208 3083380 3099940 0 0 0 0 1399 1664 0 0 100 0 0
1705418197 1 0 0 58310452 3083380 3100000 0 0 0 0 1363 1520 0 0 100 0 0
1705418198 1 0 0 58310560 3083384 3099912 0 0 0 160 1553 1956 0 0 100 0 0
1705418199 1 0 0 58309736 3083384 3100100 0 0 0 0 1760 2106 0 0 100 0 0
1705418200 2 0 0 58309680 3083384 3100116 0 0 0 0 1195 1391 0 0 100 0 0
1705418201 1 0 0 58308388 3083388 3100212 0 0 0 0 1577 1770 0 0 100 0 0
1705418202 1 0 0 58309020 3083388 3100076 0 0 0 0 1423 1729 0 0 100 0 0
1705418203 1 0 0 58308928 3083388 3099968 0 0 0 75028 1900 2178 0 0 100 0 0
1705418204 1 0 0 58309296 3083392 3100020 0 0 0 0 1497 1749 0 0 100 0 0
1705418205 1 0 0 58309496 3083392 3100172 0 0 0 0 1382 1647 0 0 100 0 0
1705418206 1 0 0 58309228 3083392 3100136 0 0 0 0 1642 2029 0 0 100 0 0
1705418207 2 0 0 58308328 3083400 3100104 0 0 0 0 1127 1371 0 0 100 0 0
1705418208 1 0 0 58309132 3083400 3100124 0 0 0 0 1270 1632 0 0 100 0 0
1705418209 1 0 0 58308440 3083400 3100012 0 0 0 0 1597 1754 0 0 100 0 0
1705418210 1 0 0 58308800 3083404 3100016 0 0 0 0 1373 1716 0 0 100 0 0
1705418211 1 0 0 58308356 3083404 3100024 0 0 0 0 1360 1653 0 0 100 0 0
