1582077778 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
1582077778 r b swpd free inact active si so bi bo in cs us sy id wa st
1582077778 7 0 0 61885456 1245876 804884 0 0 30 199 130 122 1 0 98 0 0
1582077779 1 0 0 61884420 1245920 806604 0 0 0 0 418 421 0 0 100 0 0
1582077780 1 0 0 61882804 1245928 806740 0 0 0 0 686 654 0 0 100 0 0
1582077781 1 0 0 61882552 1245928 806720 0 0 0 0 638 645 0 0 100 0 0
1582077782 0 0 0 61882256 1245928 806756 0 0 0 0 643 633 0 0 100 0 0
1582077783 0 0 0 61882268 1245932 806768 0 0 0 0 657 655 0 0 100 0 0
1582077784 0 0 0 61882500 1245932 806768 0 0 0 0 695 620 0 0 100 0 0
1582077785 0 0 0 61882428 1245932 806768 0 0 0 0 695 689 0 0 100 0 0
1582077786 2 0 0 61863900 1245844 826152 0 0 160 0 1400 1589 1 0 99 0 0
1582077787 28 0 0 61023208 1245848 1644328 0 0 0 0 4582 9279 55 5 40 0 0
1582077788 6 0 0 60467148 1245860 2194532 0 0 0 0 5477 9286 87 4 9 0 0
1582077789 2 0 0 60413844 1245860 2244592 0 0 0 0 3932 3155 10 0 89 0 0
1582077790 4 0 0 60404216 1245860 2252396 0 0 0 0 2911 1838 9 0 91 0 0
1582077791 1 0 0 60400636 1245860 2255184 0 0 0 0 3207 2073 8 0 92 0 0
1582077792 1 0 0 60399492 1245864 2255836 0 0 0 0 2798 1726 5 0 94 0 0
1582077793 1 0 0 60398900 1245864 2256340 0 0 0 0 2743 1836 5 0 95 0 0
1582077794 2 0 0 60397600 1245864 2257828 0 0 0 0 2973 1841 6 0 94 0 0
1582077795 1 0 0 60402460 1245868 2253184 0 0 0 0 2901 1984 5 0 95 0 0
1582077796 2 0 0 60436184 1245868 2219480 0 0 0 0 3057 2090 5 0 95 0 0
1582077797 1 0 0 60437116 1245868 2219040 0 0 0 20 2970 1937 5 0 94 0 0
1582077798 1 0 0 60435240 1245872 2221400 0 0 0 0 2947 2033 6 0 93 0 0
1582077799 1 0 0 60433052 1245872 2222684 0 0 0 0 2793 1810 5 0 95 0 0
1582077800 3 0 0 60431672 1245872 2223700 0 0 0 0 2708 1679 4 0 95 0 0
1582077801 2 0 0 60429504 1245876 2225240 0 0 0 0 2715 1763 4 0 96 0 0
1582077802 2 0 0 60429172 1245876 2226180 0 0 0 0 2825 1764 5 0 95 0 0
1582077803 2 0 0 60428840 1245876 2226544 0 0 0 0 2734 1664 5 0 95 0 0
1582077804 2 0 0 60428356 1245880 2227512 0 0 0 0 2748 1859 5 0 95 0 0
1582077805 3 0 0 60427036 1245880 2228480 0 0 0 0 2688 1555 5 0 95 0 0
1582077806 2 0 0 60426628 1245880 2229064 0 0 0 0 2754 1673 5 0 95 0 0
1582077807 2 0 0 60425852 1245884 2229800 0 0 0 0 2626 1502 5 0 95 0 0
1582077808 2 0 0 60424972 1245888 2230444 0 0 0 144 2712 1601 5 0 95 0 0
1582077809 1 0 0 60424816 1245888 2230728 0 0 0 0 808 753 1 0 99 0 0
1582077810 2 0 0 60425304 1245892 2230544 0 0 0 0 711 603 0 0 100 0 0
