1582077987 ens5 docker0
1582077987 KB/s in KB/s out KB/s in KB/s out
1582077987 0.26 0.05 0.00 0.00
1582077988 0.10 0.10 0.00 0.00
1582077989 0.10 0.10 0.00 0.00
1582077990 0.10 0.10 0.00 0.00
1582077991 0.14 0.14 0.00 0.00
1582077992 0.10 0.10 0.00 0.00
1582077993 0.10 0.10 0.00 0.00
1582077994 0.87 0.55 0.00 0.00
1582077995 0.10 0.10 0.00 0.00
1582077996 1121.35 117.29 0.00 0.00
1582077997 887.80 511.44 0.00 0.00
1582077998 1441.12 497.68 0.00 0.00
1582077999 1426.67 489.53 0.00 0.00
1582078000 1431.15 497.47 0.00 0.00
1582078001 1423.70 482.64 0.00 0.00
1582078002 1428.81 499.98 0.00 0.00
1582078003 1422.30 481.75 0.00 0.00
1582078004 1433.48 498.07 0.00 0.00
1582078005 1432.96 506.83 0.00 0.00
1582078006 1430.39 506.48 0.00 0.00
1582078007 1426.62 498.91 0.00 0.00
1582078008 1437.34 503.73 0.00 0.00
1582078009 1429.98 489.86 0.00 0.00
1582078010 1419.78 478.90 0.00 0.00
1582078011 1429.98 496.70 0.00 0.00
1582078012 1425.82 484.06 0.00 0.00
1582078013 1430.14 500.05 0.00 0.00
1582078014 1431.20 486.24 0.00 0.00
1582078015 1428.49 500.82 0.00 0.00
1582078016 1425.98 507.36 0.00 0.00
1582078017 448.79 67.43 0.00 0.00
1582078018 0.10 0.10 0.00 0.00
1582078019 0.10 0.10 0.00 0.00
1582078020 0.10 0.10 0.00 0.00
1582078021 0.10 0.10 0.00 0.00
1582078022 0.10 0.10 0.00 0.00
1582078023 0.10 0.10 0.00 0.00
1582078024 0.10 0.10 0.00 0.00
1582078025 0.10 0.10 0.00 0.00
1582078026 4.60 4.94 0.00 0.00
1582078027 4.43 4.78 0.00 0.00
1582078028 0.14 0.14 0.00 0.00
1582078029 0.10 0.10 0.00 0.00
1582078030 0.10 0.10 0.00 0.00
1582078031 0.10 0.10 0.00 0.00
1582078032 0.00 0.00 0.00 0.00
1582078033 0.10 0.10 0.00 0.00
1582078034 0.29 0.36 0.00 0.00
1582078035 0.10 0.10 0.00 0.00
1582078036 0.10 0.10 0.00 0.00
1582078037 0.89 1.14 0.00 0.00
1582078038 0.10 0.10 0.00 0.00
1582078039 0.10 0.10 0.00 0.00
1582078040 0.14 0.14 0.00 0.00
1582078041 0.10 0.10 0.00 0.00
1582078042 0.15 0.15 0.00 0.00
1582078043 0.18 0.24 0.00 0.00
1582078044 0.10 0.10 0.00 0.00
1582078045 0.10 0.15 0.00 0.00
1582078046 0.10 0.10 0.00 0.00
1582078047 0.10 0.10 0.00 0.00
1582078048 0.10 0.10 0.00 0.00
1582078049 0.10 0.10 0.00 0.00
1582078050 0.10 0.15 0.00 0.00
1582078051 0.10 0.10 0.00 0.00
1582078052 0.10 0.10 0.00 0.00
1582078053 0.10 0.10 0.00 0.00
1582078054 0.10 0.10 0.00 0.00
1582078055 0.18 0.18 0.00 0.00
1582078056 0.18 0.18 0.00 0.00
1582078057 4.69 61.46 0.00 0.00
