1582077778 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
1582077778 r b swpd free inact active si so bi bo in cs us sy id wa st
1582077778 6 0 0 63276008 448536 378192 0 0 38 12 48 56 0 0 100 0 0
1582077779 1 0 0 63275440 448544 380220 0 0 0 72 655 668 0 0 100 0 0
1582077780 1 0 0 63274556 448556 380336 0 0 0 0 990 888 0 0 100 0 0
1582077781 1 0 0 63274028 448556 380328 0 0 0 0 930 849 0 0 100 0 0
1582077782 0 0 0 63273980 448556 380540 0 0 0 0 868 888 0 0 100 0 0
1582077783 0 0 0 63273772 448560 380212 0 0 0 0 830 813 0 0 100 0 0
1582077784 0 0 0 63273736 448560 380340 0 0 0 0 925 847 0 0 100 0 0
1582077785 0 0 0 63273704 448560 380352 0 0 0 0 857 794 0 0 100 0 0
1582077786 2 0 0 63273836 448564 380376 0 0 0 0 1007 895 0 0 100 0 0
1582077787 2 0 0 63273804 448564 380376 0 0 0 0 988 855 0 0 100 0 0
1582077788 1 0 0 63274120 448568 380156 0 0 0 0 935 852 0 0 100 0 0
1582077789 1 0 0 63273192 450264 379268 0 0 0 852 1924 2435 0 0 100 0 0
1582077790 1 0 0 63268368 457140 377136 0 0 0 4624 2943 3028 0 0 99 0 0
1582077791 1 0 0 63264304 461760 377300 0 0 0 4732 2351 2125 1 0 99 0 0
1582077792 1 0 0 63259040 465684 377412 0 0 0 4772 2399 2201 0 0 99 0 0
1582077793 1 0 0 63254016 471084 377448 0 0 0 4816 2393 2333 0 0 99 0 0
1582077794 1 0 0 63248616 475748 377424 0 0 0 4796 2133 2005 0 0 99 0 0
1582077795 1 0 0 63244576 479452 378412 0 0 0 4760 2290 2033 0 0 99 0 0
1582077796 1 0 0 63237320 484592 380156 0 0 0 5988 2426 2121 0 0 99 0 0
1582077797 1 0 0 63225468 494128 382864 0 0 0 4764 2248 2091 0 0 100 0 0
1582077798 1 0 0 63220168 501740 380796 0 0 0 4788 2942 3065 0 0 99 0 0
1582077799 1 0 0 63215268 510344 376792 0 0 0 4784 2500 2250 0 0 99 0 0
1582077800 1 0 0 63210468 515492 375808 0 0 0 4772 2914 3478 0 0 99 0 0
1582077801 2 0 0 63205248 520244 375972 0 0 0 4788 2596 2624 0 0 99 0 0
1582077802 1 0 0 63200768 524888 375916 0 0 0 4764 2189 1994 0 0 100 0 0
1582077803 1 0 0 63195456 529836 376004 0 0 0 4740 2271 2073 0 0 99 0 0
1582077804 1 0 0 63190896 534532 376400 0 0 0 4824 2263 2021 0 0 99 0 0
1582077805 1 0 0 63185248 531624 384812 0 0 0 5928 2407 2250 0 0 99 0 0
1582077806 1 0 0 63179660 541724 379220 0 0 0 4780 2543 2464 0 0 99 0 0
1582077807 1 0 0 63174760 550868 375156 0 0 0 4784 2671 2535 0 0 99 0 0
1582077808 1 0 0 63170232 555464 375264 0 0 0 4728 2248 2117 0 0 99 0 0
1582077809 1 0 0 63166064 560052 374028 0 0 0 3788 2336 2568 1 0 99 0 0
1582077810 1 0 0 63166052 560096 374360 0 0 0 156 1101 1155 0 0 100 0 0
1582077811 1 0 0 63166580 560096 374096 0 0 0 0 860 790 0 0 100 0 0
1582077812 1 0 0 63166228 560140 374428 0 0 0 0 1020 952 0 0 100 0 0
1582077813 1 0 0 63166632 560144 374084 0 0 0 0 1019 903 0 0 100 0 0
1582077814 2 0 0 63166500 560144 374436 0 0 0 4 981 857 0 0 100 0 0
1582077815 1 0 0 63166500 560144 373864 0 0 0 0 949 827 0 0 100 0 0
1582077816 1 0 0 63166076 560148 374240 0 0 0 0 1000 909 0 0 100 0 0
1582077817 1 0 0 63166580 560148 373804 0 0 0 0 923 878 0 0 100 0 0
1582077818 1 0 0 63165872 560148 374392 0 0 0 0 1628 1693 0 0 100 0 0
1582077819 1 0 0 63166108 560152 373972 0 0 0 0 888 805 0 0 100 0 0
1582077820 2 0 0 63165972 560152 374136 0 0 0 0 877 855 0 0 100 0 0
1582077821 1 0 0 63166220 560152 374084 0 0 0 0 807 854 0 0 100 0 0
1582077822 1 0 0 63166148 560160 374260 0 0 0 0 897 887 0 0 100 0 0
1582077823 1 0 0 63166156 560160 374320 0 0 0 0 900 831 0 0 100 0 0
1582077824 1 0 0 63165864 560160 374384 0 0 0 0 847 865 0 0 100 0 0
1582077825 1 0 0 63166220 560164 374396 0 0 0 0 887 851 0 0 100 0 0
1582077826 1 0 0 63165796 560164 374144 0 0 0 0 925 895 0 0 100 0 0
1582077827 1 0 0 63165804 560164 374200 0 0 0 0 1004 854 0 0 100 0 0
1582077828 1 0 0 63165856 560168 374176 0 0 0 0 871 859 0 0 100 0 0
1582077829 1 0 0 63165728 560168 374200 0 0 0 0 929 815 0 0 100 0 0
1582077830 2 0 0 63165268 560168 374180 0 0 0 0 891 860 0 0 100 0 0
1582077831 1 0 0 63165244 560172 374392 0 0 0 0 973 834 0 0 100 0 0
1582077832 1 0 0 63165536 560172 374224 0 0 0 0 927 853 0 0 100 0 0
1582077833 1 0 0 63166564 560172 374404 0 0 0 0 975 855 0 0 100 0 0
1582077834 1 0 0 63166732 560176 374040 0 0 0 0 901 846 0 0 100 0 0
1582077835 1 0 0 63166380 560180 374376 0 0 0 0 905 778 0 0 100 0 0
1582077836 2 0 0 63166424 558132 376208 0 0 0 0 946 856 0 0 100 0 0
1582077837 1 0 0 63166364 558136 376072 0 0 0 0 961 965 0 0 99 0 0
1582077838 1 0 0 63165524 558136 376108 0 0 0 0 1384 1644 0 0 100 0 0
1582077839 1 0 0 63165432 558140 376504 0 0 0 0 925 850 0 0 100 0 0
1582077840 1 0 0 63165304 558144 376212 0 0 0 120 905 872 0 0 100 0 0
1582077841 1 0 0 63165628 558144 376252 0 0 0 0 1091 942 0 0 100 0 0
1582077842 1 0 0 63166096 558148 376512 0 0 0 0 962 910 0 0 100 0 0
1582077843 2 0 0 63166388 558152 376540 0 0 0 0 980 831 0 0 100 0 0
1582077844 1 0 0 63165532 558152 376460 0 0 0 0 970 856 0 0 100 0 0
1582077845 1 0 0 63165552 558192 375912 0 0 0 8 951 836 0 0 100 0 0
1582077846 1 0 0 63166160 558196 376404 0 0 0 0 925 879 0 0 100 0 0
1582077847 1 0 0 63164960 558928 375624 0 0 0 0 956 846 0 0 100 0 0
1582077848 1 0 0 63165008 558980 375592 0 0 0 0 966 877 0 0 100 0 0
1582077849 2 0 0 63166096 558984 375552 0 0 0 0 863 821 0 0 100 0 0
1582077850 1 0 0 63166028 558984 375740 0 0 0 0 972 865 0 0 100 0 0
1582077851 1 0 0 63165424 558984 375572 0 0 0 0 948 883 0 0 100 0 0
1582077852 1 0 0 63165432 558988 375460 0 0 0 0 1021 895 0 0 100 0 0
1582077853 1 0 0 63165180 558988 375412 0 0 0 0 909 870 0 0 100 0 0
1582077854 1 0 0 63166336 558988 375700 0 0 0 0 958 829 0 0 100 0 0
1582077855 1 0 0 63166180 558992 375376 0 0 0 0 888 834 0 0 100 0 0
1582077856 1 0 0 63165660 558992 375856 0 0 0 0 978 877 0 0 100 0 0
1582077857 1 0 0 63165832 558992 375164 0 0 0 0 982 902 0 0 100 0 0
1582077858 1 0 0 63165564 558996 375776 0 0 0 0 1429 1651 0 0 100 0 0
1582077859 1 0 0 63165252 558996 375240 0 0 0 0 892 864 0 0 100 0 0
1582077860 1 0 0 63165888 558996 375496 0 0 0 0 926 837 0 0 100 0 0
1582077861 1 0 0 63165312 559000 375208 0 0 0 0 892 849 0 0 100 0 0
1582077862 1 0 0 63165828 559000 375732 0 0 0 0 944 871 0 0 100 0 0
1582077863 1 0 0 63165052 559000 375264 0 0 0 0 852 788 0 0 100 0 0
