1582078296 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
1582078296 r b swpd free inact active si so bi bo in cs us sy id wa st
1582078296 7 0 0 61884556 1245440 806212 0 0 19 123 111 100 2 0 98 0 0
1582078297 1 0 0 61882584 1245448 808272 0 0 0 0 456 408 0 0 100 0 0
1582078298 1 0 0 61881824 1245460 808412 0 0 0 0 667 610 0 0 100 0 0
1582078299 1 0 0 61881696 1245460 808376 0 0 0 0 639 603 0 0 100 0 0
1582078300 0 0 0 61881804 1245460 808380 0 0 0 0 657 631 0 0 100 0 0
1582078301 0 0 0 61882036 1245464 808404 0 0 0 0 630 608 0 0 100 0 0
1582078302 0 0 0 61881724 1245464 808392 0 0 0 0 630 575 0 0 100 0 0
1582078303 0 0 0 61882448 1245464 808540 0 0 0 0 608 601 0 0 100 0 0
1582078304 1 0 0 61864512 1245468 826956 0 0 0 0 806 855 1 0 99 0 0
1582078305 22 0 0 61022328 1245468 1647472 0 0 0 0 4742 9710 57 5 38 0 0
1582078306 6 0 0 60457112 1245484 2206552 0 0 0 0 5794 9234 87 3 10 0 0
1582078307 13 0 0 60400288 1245484 2259068 0 0 0 0 6416 4141 24 1 75 0 0
1582078308 2 0 0 60397240 1245484 2260680 0 0 0 0 5369 3046 15 0 84 0 0
1582078309 1 0 0 60394172 1245488 2264236 0 0 0 0 4596 2609 11 0 88 0 0
1582078310 4 0 0 60386920 1245488 2270540 0 0 0 0 6035 3279 17 0 83 0 0
1582078311 9 0 0 60372476 1245488 2283988 0 0 0 0 5152 2806 14 1 85 0 0
1582078312 2 0 0 60361696 1245488 2295532 0 0 0 0 5028 2973 11 0 89 0 0
1582078313 6 0 0 60354148 1245492 2303156 0 0 0 0 5545 3056 14 0 85 0 0
1582078314 4 0 0 60372784 1245492 2284616 0 0 0 0 5849 3411 14 0 86 0 0
1582078315 2 0 0 60360628 1245492 2296372 0 0 0 20 5477 2944 13 1 86 0 0
1582078316 2 0 0 60350316 1245496 2306484 0 0 0 0 4886 2649 11 0 89 0 0
1582078317 0 0 0 60334764 1245496 2321756 0 0 0 0 5439 2963 12 0 88 0 0
1582078318 4 0 0 60322524 1245496 2332836 0 0 0 0 5396 3005 13 1 86 0 0
1582078319 4 0 0 60316160 1245500 2339444 0 0 0 0 5779 3562 15 0 84 0 0
1582078320 2 0 0 60315316 1245500 2339768 0 0 0 0 4775 2477 10 0 89 0 0
1582078321 1 0 0 60316304 1245500 2340276 0 0 0 0 6186 3333 14 0 85 0 0
1582078322 5 0 0 60313164 1245504 2342172 0 0 0 0 4709 2687 12 0 87 0 0
1582078323 2 0 0 60312368 1245504 2343344 0 0 0 0 5938 3198 14 0 86 0 0
1582078324 5 0 0 60309832 1245504 2345536 0 0 0 0 4197 2518 10 0 90 0 0
1582078325 2 0 0 60307392 1245508 2347716 0 0 0 0 5877 2918 15 1 85 0 0
1582078326 1 0 0 60322860 1245508 2332356 0 0 0 36 5637 3077 13 0 87 0 0
1582078327 1 0 0 61882260 1245552 807324 0 0 0 0 2970 2769 6 2 93 0 0
1582078328 1 0 0 61884100 1245552 806940 0 0 0 0 668 628 0 0 100 0 0
1582078329 1 0 0 61884716 1245572 806864 0 0 0 0 629 604 0 0 100 0 0
1582078330 1 0 0 61884068 1245572 806888 0 0 0 60 677 619 0 0 100 0 0
1582078331 1 0 0 61884320 1245576 807056 0 0 0 0 656 604 0 0 100 0 0
1582078332 1 0 0 61884900 1245576 806828 0 0 0 0 689 625 0 0 100 0 0
1582078333 1 0 0 61885180 1245576 806920 0 0 0 0 688 678 0 0 99 0 0
1582078334 1 0 0 61884652 1245580 806932 0 0 0 0 632 595 0 0 100 0 0
1582078335 1 0 0 61884840 1245580 807068 0 0 0 12 704 608 0 0 100 0 0
1582078336 1 0 0 61884844 1245580 807228 0 0 0 0 691 716 0 0 99 0 0
1582078337 1 0 0 61885104 1245584 806880 0 0 0 0 644 548 0 0 100 0 0
1582078338 1 0 0 61884636 1245584 807280 0 0 0 0 600 510 0 0 100 0 0
1582078339 1 0 0 61884296 1245584 806968 0 0 0 0 635 517 0 0 100 0 0
1582078340 1 0 0 61884556 1245588 807032 0 0 0 0 663 539 0 0 100 0 0
1582078341 2 0 0 61884540 1245588 807012 0 0 0 0 620 564 0 0 100 0 0
1582078342 1 0 0 61883924 1245592 807332 0 0 0 0 656 547 0 0 100 0 0
1582078343 1 0 0 61883712 1245596 806872 0 0 0 0 660 531 0 0 100 0 0
1582078344 1 0 0 61885240 1245596 807080 0 0 0 0 642 585 0 0 100 0 0
1582078345 1 0 0 61884564 1245596 806976 0 0 0 0 690 578 0 0 100 0 0
1582078346 1 0 0 61884460 1245600 807324 0 0 0 0 620 552 0 0 100 0 0
1582078347 1 0 0 61884560 1245600 806856 0 0 0 0 606 554 0 0 100 0 0
1582078348 1 0 0 61884648 1245600 807396 0 0 0 0 599 569 0 0 100 0 0
1582078349 1 0 0 61884132 1245604 807000 0 0 0 0 652 559 0 0 100 0 0
1582078350 1 0 0 61883880 1245604 807152 0 0 0 0 607 536 0 0 100 0 0
1582078351 1 0 0 61883700 1245604 807144 0 0 0 0 598 533 0 0 100 0 0
1582078352 1 0 0 61884284 1245612 807116 0 0 0 0 664 597 0 0 100 0 0
1582078353 1 0 0 61884176 1245612 807364 0 0 0 0 666 555 0 0 100 0 0
1582078354 1 0 0 61884392 1245612 807368 0 0 0 0 613 578 0 0 100 0 0
1582078355 1 0 0 61884192 1245616 806732 0 0 0 0 683 580 0 0 100 0 0
1582078356 1 0 0 61884516 1245620 807012 0 0 0 44 654 591 0 0 100 0 0
1582078357 1 0 0 61883824 1245620 807196 0 0 0 0 643 586 0 0 100 0 0
1582078358 1 0 0 61884108 1245624 807136 0 0 0 0 650 585 0 0 100 0 0
