1582077881 ens5 docker0 docker_gwbridge vetha240759 vethe9ad5d4 vethf95b9c7 veth06e7bd3
1582077881 KB/s in KB/s out KB/s in KB/s out KB/s in KB/s out KB/s in KB/s out KB/s in KB/s out KB/s in KB/s out KB/s in KB/s out
1582077881 2.38 2.56 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077882 11.90 10.49 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077883 20.29 19.11 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077884 4.23 5.10 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077885 1.88 2.20 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077886 11.34 8.44 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077887 9.38 8.89 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077888 14.99 14.64 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077889 5.16 6.84 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077890 13.12 13.18 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077891 110.20 1072.32 0.00 0.00 1023.83 101.65 0.00 0.00 0.00 0.00 1029.55 101.65 0.00 0.00
1582077892 2426.05 4503.40 0.00 0.00 2378.26 390.64 0.00 0.00 0.00 0.00 2395.78 390.64 0.00 0.00
1582077893 3821.03 4748.04 0.00 0.00 1224.75 336.16 0.00 0.00 0.00 0.00 1238.18 336.16 0.00 0.00
1582077894 3803.74 5672.82 0.00 0.00 2144.43 340.58 0.00 0.00 0.00 0.00 2161.91 340.58 0.00 0.00
1582077895 3819.14 5675.23 0.00 0.00 2130.79 338.82 0.00 0.00 0.00 0.00 2148.29 338.82 0.00 0.00
1582077896 3738.04 5589.63 0.00 0.00 2133.35 344.57 0.00 0.00 0.00 0.00 2151.27 344.57 0.00 0.00
1582077897 3744.27 5643.37 0.00 0.00 2173.84 340.66 0.00 0.00 0.00 0.00 2192.16 340.66 0.00 0.00
1582077898 3789.32 5674.26 0.00 0.00 2150.06 332.28 0.00 0.00 0.00 0.00 2168.10 332.28 0.00 0.00
1582077899 3784.88 5676.41 0.00 0.00 2164.88 332.97 0.00 0.00 0.00 0.00 2183.09 332.97 0.00 0.00
1582077900 3761.95 5608.86 0.00 0.00 2123.76 340.07 0.00 0.00 0.00 0.00 2142.20 340.07 0.00 0.00
1582077901 3812.92 5682.93 0.00 0.00 2139.41 334.87 0.00 0.00 0.00 0.00 2157.86 334.87 0.00 0.00
1582077902 3783.63 5650.80 0.00 0.00 2144.71 340.67 0.00 0.00 0.00 0.00 2163.03 340.67 0.00 0.00
1582077903 3755.18 5643.55 0.00 0.00 2165.46 340.80 0.00 0.00 0.00 0.00 2184.25 340.80 0.00 0.00
1582077904 3778.25 5652.99 0.00 0.00 2157.98 346.60 0.00 0.00 0.00 0.00 2176.53 346.60 0.00 0.00
1582077905 3767.48 5662.24 0.00 0.00 2164.58 334.70 0.00 0.00 0.00 0.00 2183.04 334.70 0.00 0.00
1582077906 3814.35 5673.98 0.00 0.00 2127.77 331.42 0.00 0.00 0.00 0.00 2146.26 331.42 0.00 0.00
1582077907 3788.47 5641.86 0.00 0.00 2127.60 336.67 0.00 0.00 0.00 0.00 2145.66 336.67 0.00 0.00
1582077908 3758.90 5629.20 0.00 0.00 2142.19 337.48 0.00 0.00 0.00 0.00 2161.01 337.48 0.00 0.00
