1582078296 ens5 docker0
1582078296 KB/s in KB/s out KB/s in KB/s out
1582078296 0.26 0.28 0.00 0.00
1582078297 0.10 0.10 0.00 0.00
1582078298 0.10 0.10 0.00 0.00
1582078299 0.18 0.18 0.00 0.00
1582078300 0.10 0.10 0.00 0.00
1582078301 0.14 0.14 0.00 0.00
1582078302 0.10 0.10 0.00 0.00
1582078303 0.70 0.37 0.00 0.00
1582078304 0.10 0.10 0.00 0.00
1582078305 1093.12 148.99 0.00 0.00
1582078306 1295.29 662.96 0.00 0.00
1582078307 888.49 754.89 0.00 0.00
1582078308 2265.18 866.48 0.00 0.00
1582078309 2613.45 575.17 0.00 0.00
1582078310 1457.20 857.64 0.00 0.00
1582078311 2762.18 880.82 0.00 0.00
1582078312 1772.54 660.16 0.00 0.00
1582078313 2499.22 781.10 0.00 0.00
1582078314 1550.62 643.84 0.00 0.00
1582078315 3358.18 851.41 0.00 0.00
1582078316 2203.39 635.65 0.00 0.00
1582078317 2083.47 948.51 0.00 0.00
1582078318 2335.19 785.50 0.00 0.00
1582078319 1755.52 681.40 0.00 0.00
1582078320 2704.32 785.26 0.00 0.00
1582078321 1551.50 651.13 0.00 0.00
1582078322 3245.11 833.36 0.00 0.00
1582078323 1482.64 724.87 0.00 0.00
1582078324 2920.08 903.46 0.00 0.00
1582078325 1782.05 515.35 0.00 0.00
1582078326 2418.33 188.84 0.00 0.00
1582078327 0.10 0.10 0.00 0.00
1582078328 0.10 0.10 0.00 0.00
1582078329 0.10 0.10 0.00 0.00
1582078330 0.10 0.10 0.00 0.00
1582078331 0.18 0.18 0.00 0.00
1582078332 0.10 0.10 0.00 0.00
1582078333 0.10 0.10 0.00 0.00
1582078334 0.10 0.10 0.00 0.00
1582078335 0.69 0.77 0.00 0.00
1582078336 0.10 0.10 0.00 0.00
1582078337 0.10 0.10 0.00 0.00
1582078338 0.10 0.10 0.00 0.00
1582078339 0.10 0.10 0.00 0.00
1582078340 0.10 0.10 0.00 0.00
1582078341 0.00 0.00 0.00 0.00
1582078342 0.10 0.10 0.00 0.00
1582078343 0.10 0.10 0.00 0.00
1582078344 0.10 0.10 0.00 0.00
1582078345 0.10 0.10 0.00 0.00
1582078346 0.10 0.10 0.00 0.00
1582078347 0.10 0.10 0.00 0.00
1582078348 0.18 0.18 0.00 0.00
1582078349 0.10 0.10 0.00 0.00
1582078350 0.10 0.10 0.00 0.00
1582078351 3.20 72.36 0.00 0.00
