1582078192 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
1582078192 r b swpd free inact active si so bi bo in cs us sy id wa st
1582078192 7 0 0 61885528 1245440 806384 0 0 20 133 113 103 2 0 98 0 0
1582078193 1 0 0 61884440 1245440 806928 0 0 0 0 401 355 0 0 100 0 0
1582078194 1 0 0 61882412 1245460 808440 0 0 0 0 617 556 0 0 100 0 0
1582078195 1 0 0 61882460 1245460 808436 0 0 0 0 597 567 0 0 100 0 0
1582078196 0 0 0 61882476 1245460 808416 0 0 0 0 687 604 0 0 100 0 0
1582078197 0 0 0 61882848 1245464 808416 0 0 0 0 668 595 0 0 100 0 0
1582078198 0 0 0 61882824 1245464 808380 0 0 0 0 689 605 0 0 100 0 0
1582078199 0 0 0 61882760 1245464 808500 0 0 0 0 618 607 0 0 100 0 0
1582078200 2 0 0 61863656 1245468 828612 0 0 0 0 923 923 1 0 99 0 0
1582078201 23 0 0 61021228 1245472 1649708 0 0 0 0 4678 9264 56 5 38 0 0
1582078202 8 0 0 60449804 1245480 2213672 0 0 0 0 5864 9388 89 4 7 0 0
1582078203 2 0 0 60401320 1245484 2258192 0 0 0 0 6158 4099 21 1 78 0 0
1582078204 6 0 0 60396836 1245484 2260880 0 0 0 0 4902 2812 13 0 86 0 0
1582078205 9 0 0 60393120 1245484 2264380 0 0 0 0 4358 2501 12 0 87 0 0
1582078206 1 0 0 60391300 1245488 2265732 0 0 0 0 4809 2711 11 0 89 0 0
1582078207 11 0 0 60378808 1245488 2278812 0 0 0 0 5141 3008 14 1 85 0 0
1582078208 1 0 0 60364936 1245488 2293080 0 0 0 0 4916 2901 12 0 88 0 0
1582078209 2 0 0 60356928 1245492 2300124 0 0 0 0 5008 2987 12 0 88 0 0
1582078210 4 0 0 60376208 1245492 2281412 0 0 0 0 5312 3312 12 0 88 0 0
1582078211 2 0 0 60363872 1245492 2293688 0 0 0 0 5107 3036 12 0 88 0 0
1582078212 6 0 0 60350968 1245496 2305640 0 0 0 20 4763 2706 11 0 88 0 0
1582078213 2 0 0 60337916 1245496 2318560 0 0 0 0 4291 2547 11 0 89 0 0
1582078214 2 0 0 60330308 1245496 2325648 0 0 0 0 4731 2888 9 0 90 0 0
1582078215 1 0 0 60318704 1245500 2337284 0 0 0 0 5065 2943 12 0 88 0 0
1582078216 5 0 0 60310172 1245500 2344424 0 0 0 0 5351 3219 15 0 84 0 0
1582078217 2 0 0 60307912 1245500 2347412 0 0 0 0 4868 2737 11 0 89 0 0
1582078218 4 0 0 60307756 1245504 2347652 0 0 0 0 4623 2676 11 0 89 0 0
1582078219 2 0 0 60307220 1245504 2347664 0 0 0 0 4302 2398 11 0 89 0 0
1582078220 2 0 0 60307224 1245504 2348372 0 0 0 0 4708 2875 10 0 89 0 0
1582078221 3 0 0 60306348 1245508 2349288 0 0 0 0 4892 2626 12 0 88 0 0
1582078222 1 0 0 60305428 1245508 2349724 0 0 0 36 4865 2755 11 1 88 0 0
1582078223 1 0 0 60305316 1245508 2350684 0 0 0 0 1480 1230 3 0 97 0 0
1582078224 1 0 0 60304688 1245512 2350784 0 0 0 0 701 647 0 0 100 0 0
1582078225 1 0 0 60304596 1245512 2350780 0 0 0 0 660 620 0 0 100 0 0
1582078226 1 0 0 60304108 1245512 2351052 0 0 0 0 639 621 0 0 100 0 0
1582078227 1 0 0 60305148 1245516 2350856 0 0 0 64 698 631 0 0 100 0 0
1582078228 1 0 0 60304684 1245516 2350896 0 0 0 0 659 620 0 0 100 0 0
1582078229 1 0 0 60305100 1245516 2350464 0 0 0 0 662 592 0 0 100 0 0
1582078230 1 0 0 60304280 1245520 2350996 0 0 0 0 683 603 0 0 100 0 0
1582078231 1 0 0 60304852 1245520 2350992 0 0 0 0 646 595 0 0 100 0 0
1582078232 1 0 0 61258012 1245528 1412032 0 0 0 0 1665 1310 0 0 99 0 0
1582078233 1 0 0 61881260 1245576 808820 0 0 0 12 1328 1222 0 0 99 0 0
1582078234 1 0 0 61881136 1245576 808912 0 0 0 0 664 595 0 0 100 0 0
1582078235 2 0 0 61882100 1245576 808760 0 0 0 0 689 613 0 0 100 0 0
1582078236 1 0 0 61882052 1245580 808784 0 0 0 0 631 608 0 0 100 0 0
1582078237 1 0 0 61882020 1245580 808908 0 0 0 0 620 596 0 0 100 0 0
1582078238 1 0 0 61882640 1245584 808648 0 0 0 0 618 575 0 0 100 0 0
1582078239 1 0 0 61882568 1245588 808384 0 0 0 0 712 617 0 0 100 0 0
1582078240 1 0 0 61882660 1245588 808848 0 0 0 0 681 613 0 0 100 0 0
1582078241 1 0 0 61882796 1245588 808524 0 0 0 0 665 615 0 0 100 0 0
1582078242 1 0 0 61882424 1245592 808860 0 0 0 0 646 586 0 0 100 0 0
1582078243 2 0 0 61882020 1245592 808776 0 0 0 0 631 641 0 0 100 0 0
1582078244 1 0 0 61881908 1245592 808876 0 0 0 0 701 665 0 0 100 0 0
1582078245 1 0 0 61882396 1245596 808868 0 0 0 0 645 613 0 0 100 0 0
1582078246 1 0 0 61881744 1245596 808984 0 0 0 0 725 634 0 0 100 0 0
1582078247 1 0 0 61881568 1245596 808980 0 0 0 0 654 631 0 0 100 0 0
1582078248 1 0 0 61881620 1245604 809092 0 0 0 0 661 675 0 0 100 0 0
1582078249 1 0 0 61881588 1245604 808844 0 0 0 0 668 622 0 0 100 0 0
1582078250 1 0 0 61882028 1245604 809168 0 0 0 0 668 614 0 0 100 0 0
1582078251 1 0 0 61881720 1245608 808728 0 0 0 0 638 610 0 0 100 0 0
1582078252 1 0 0 61881852 1245612 808808 0 0 0 40 651 659 0 0 100 0 0
1582078253 1 0 0 61882492 1245612 808664 0 0 0 36 718 626 0 0 100 0 0
1582078254 1 0 0 61882056 1245616 808884 0 0 0 0 648 624 0 0 100 0 0
