1582077986 ens5 docker0
1582077986 KB/s in KB/s out KB/s in KB/s out
1582077986 0.26 0.05 0.00 0.00
1582077987 0.10 0.10 0.00 0.00
1582077988 0.18 0.18 0.00 0.00
1582077989 0.10 0.10 0.00 0.00
1582077990 0.10 0.10 0.00 0.00
1582077991 0.31 0.31 0.00 0.00
1582077992 0.10 0.10 0.00 0.00
1582077993 0.70 0.37 0.00 0.00
1582077994 0.18 0.18 0.00 0.00
1582077995 1054.87 101.60 0.00 0.00
1582077996 471.41 531.84 0.00 0.00
1582077997 1360.37 501.92 0.00 0.00
1582077998 1435.72 495.72 0.00 0.00
1582077999 1423.73 501.91 0.00 0.00
1582078000 1424.92 481.05 0.00 0.00
1582078001 1421.78 491.34 0.00 0.00
1582078002 1437.84 505.86 0.00 0.00
1582078003 1423.91 484.30 0.00 0.00
1582078004 1427.18 499.30 0.00 0.00
1582078005 1430.90 498.22 0.00 0.00
1582078006 1428.36 505.27 0.00 0.00
1582078007 1426.02 496.95 0.00 0.00
1582078008 1427.03 491.30 0.00 0.00
1582078009 1437.26 499.01 0.00 0.00
1582078010 1421.28 493.49 0.00 0.00
1582078011 1419.05 483.49 0.00 0.00
1582078012 1421.14 487.72 0.00 0.00
1582078013 1434.51 488.53 0.00 0.00
1582078014 1427.65 500.17 0.00 0.00
1582078015 1405.53 432.17 0.00 0.00
1582078016 1016.68 141.76 0.00 0.00
1582078017 50.21 1.13 0.00 0.00
1582078018 0.10 0.10 0.00 0.00
1582078019 0.10 0.10 0.00 0.00
1582078020 0.10 0.10 0.00 0.00
1582078021 0.10 0.10 0.00 0.00
1582078022 0.10 0.10 0.00 0.00
1582078023 0.10 0.10 0.00 0.00
1582078024 0.69 0.77 0.00 0.00
1582078025 3.91 4.17 0.00 0.00
1582078026 4.51 4.86 0.00 0.00
1582078027 0.10 0.10 0.00 0.00
1582078028 0.10 0.10 0.00 0.00
1582078029 0.10 0.10 0.00 0.00
1582078030 0.00 0.00 0.00 0.00
1582078031 0.10 0.10 0.00 0.00
1582078032 0.10 0.10 0.00 0.00
1582078033 0.10 0.10 0.00 0.00
1582078034 0.10 0.10 0.00 0.00
1582078035 0.29 0.41 0.00 0.00
1582078036 0.69 0.83 0.00 0.00
1582078037 0.10 0.10 0.00 0.00
1582078038 0.10 0.10 0.00 0.00
1582078039 0.10 0.10 0.00 0.00
1582078040 0.10 0.10 0.00 0.00
1582078041 0.14 0.14 0.00 0.00
1582078042 0.18 0.18 0.00 0.00
1582078043 0.10 0.10 0.00 0.00
1582078044 0.10 0.10 0.00 0.00
1582078045 0.23 0.21 0.00 0.00
