1582078296 ens5 docker0 docker_gwbridge veth35deac1 veth6a2382d
1582078296 KB/s in KB/s out KB/s in KB/s out KB/s in KB/s out KB/s in KB/s out KB/s in KB/s out
1582078296 5.08 4.88 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078297 4.32 4.26 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078298 5.84 5.81 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078299 4.90 4.82 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078300 5.14 5.19 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078301 5.87 5.94 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078302 4.99 4.91 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078303 4.51 4.47 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078304 4.59 4.57 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078305 4.34 4.28 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078306 1095.47 1099.87 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078307 4317.88 4325.57 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078308 6571.45 6572.05 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078309 8215.64 8233.15 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078310 8169.76 8171.12 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078311 4038.88 4043.64 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078312 5258.15 5267.43 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078313 9931.02 9967.31 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078314 6341.33 6352.62 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078315 6171.36 6170.93 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078316 6924.86 6934.02 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078317 5727.82 5742.23 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078318 7030.49 7046.89 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078319 5149.78 5160.61 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078320 9290.59 9302.25 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078321 7691.92 7709.13 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078322 5792.27 5807.92 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078323 8398.37 8413.37 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078324 4540.19 4553.15 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078325 8450.35 8459.27 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078326 5326.04 5340.31 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078327 725.32 727.76 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078328 4.43 4.48 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078329 4.52 4.52 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078330 4.43 4.39 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078331 6.49 6.55 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078332 4.43 4.41 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078333 4.32 4.26 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078334 4.50 4.42 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078335 4.48 4.48 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078336 4.64 4.77 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078337 4.71 4.71 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078338 4.37 4.35 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078339 5.96 5.87 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078340 4.36 4.34 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078341 5.07 5.14 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078342 4.69 4.72 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078343 4.69 4.65 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078344 4.64 4.62 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078345 4.52 4.45 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078346 4.34 4.36 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078347 4.79 4.91 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078348 14.31 14.24 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078349 4.49 4.47 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078350 4.34 4.33 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078351 14.27 14.39 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078352 4.82 4.87 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078353 4.65 4.55 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078354 4.31 4.30 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078355 4.39 4.39 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078356 4.40 4.39 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078357 6.42 6.56 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078358 4.50 4.48 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078359 4.47 4.41 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078360 4.43 4.45 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078361 5.89 5.89 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078362 4.87 5.05 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078363 4.56 4.52 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078364 4.50 4.41 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078365 4.38 4.33 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078366 4.51 4.48 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078367 5.24 5.31 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078368 4.47 4.37 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
