1582078488 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
1582078488 r b swpd free inact active si so bi bo in cs us sy id wa st
1582078488 6 0 0 59675796 1979324 2348024 0 0 23 80 625 1296 4 1 95 0 0
1582078489 1 0 0 59674040 1979340 2349900 0 0 0 44 1444 2283 0 0 100 0 0
1582078490 1 0 0 59672860 1979348 2350048 0 0 0 0 1769 2647 0 0 100 0 0
1582078491 0 0 0 59673212 1979348 2349900 0 0 0 0 1526 2297 0 0 100 0 0
1582078492 0 0 0 59673180 1979348 2350036 0 0 0 0 1657 2495 0 0 100 0 0
1582078493 0 0 0 59673312 1979352 2350300 0 0 0 0 1756 2556 1 0 99 0 0
1582078494 0 0 0 59673940 1979352 2349784 0 0 0 0 1908 2850 0 0 100 0 0
1582078495 0 0 0 59673264 1979352 2349924 0 0 0 28 1457 2234 0 0 100 0 0
1582078496 0 0 0 59673008 1979356 2349908 0 0 0 0 1683 2499 0 0 100 0 0
1582078497 0 0 0 59673368 1979356 2349852 0 0 0 0 1471 2149 0 0 100 0 0
1582078498 2 0 0 59673128 1979356 2349904 0 0 0 0 1944 2870 0 0 100 0 0
1582078499 24 0 0 59673016 1980288 2349112 0 0 0 0 10674 16922 3 1 96 0 0
1582078500 33 0 0 59632160 1994572 2377764 0 0 0 4756 76094 151227 29 6 65 0 0
1582078501 26 0 0 59595128 1995544 2412636 0 0 0 8572 85687 185005 37 7 56 0 0
1582078502 10 0 0 59565116 2000404 2435288 0 0 0 8520 75133 171803 46 7 46 0 0
1582078503 27 0 0 59535780 1986848 2478796 0 0 0 13668 95104 205897 42 7 51 0 0
1582078504 13 0 0 59521072 1987692 2493092 0 0 0 13628 93465 221412 48 9 43 0 0
1582078505 28 0 0 59503296 1990764 2509016 0 0 0 6316 89658 197342 45 7 48 0 0
1582078506 20 0 0 59483060 1991744 2525148 0 0 0 11980 88195 206740 48 8 44 0 0
1582078507 10 1 0 59471352 2011584 2516672 0 0 0 9156 93653 198469 44 6 49 0 0
1582078508 5 0 0 59470372 2011512 2517936 0 0 0 13276 83043 181082 48 6 46 0 0
1582078509 5 0 0 59453548 2017468 2529016 0 0 0 12704 86689 207158 49 7 44 0 0
1582078510 8 0 0 59438208 2018392 2542920 0 0 0 9592 96190 201462 41 7 52 0 0
1582078511 6 0 0 59429336 2019800 2550540 0 0 0 6340 86351 198469 45 7 48 0 0
1582078512 7 0 0 59411860 2020364 2566360 0 0 0 15672 81496 188091 52 7 41 0 0
1582078513 25 0 0 59398592 2015108 2585340 0 0 0 9484 88982 200923 42 6 52 0 0
1582078514 3 0 0 59373160 2022944 2603240 0 0 0 13676 85413 193349 48 7 44 0 0
1582078515 7 0 0 59370940 2043272 2582848 0 0 0 6696 87664 200780 46 7 46 0 0
1582078516 19 0 0 59332600 2048964 2615716 0 0 0 12168 86527 195520 44 7 48 1 0
1582078517 2 0 0 59320212 2063872 2612740 0 0 0 17032 84136 191373 46 6 47 0 0
1582078518 16 0 0 59303068 2065228 2629028 0 0 0 7796 84830 191318 48 7 45 0 0
1582078519 31 0 0 59293356 2068468 2633608 0 0 0 8672 86688 194278 48 7 45 0 0
1582078520 17 0 0 59288816 2068648 2638312 0 0 0 15668 86670 194709 38 7 55 0 0
1582078521 17 0 0 59270296 2069528 2654892 0 0 0 15120 71713 168841 39 5 55 0 0
1582078522 17 0 0 59268968 2070252 2655548 0 0 0 7716 74554 171578 39 5 57 0 0
1582078523 17 0 0 59253896 2074328 2668604 0 0 0 16480 76744 174549 38 6 55 0 0
1582078524 1 0 0 59252788 2064064 2676056 0 0 0 2888 2930 4659 1 0 99 0 0
1582078525 1 0 0 59262776 2064092 2665284 0 0 0 0 1893 2589 0 0 100 0 0
1582078526 1 0 0 59275556 2064096 2652256 0 0 0 60 2921 3933 0 0 99 0 0
1582078527 1 0 0 59286872 2064096 2641180 0 0 0 0 1810 2376 0 0 99 0 0
1582078528 1 0 0 59300972 2064096 2627284 0 0 0 0 2214 2902 0 0 100 0 0
1582078529 1 0 0 59311684 2064100 2616260 0 0 0 0 2832 3679 1 0 99 0 0
1582078530 1 0 0 59325628 2064100 2602304 0 0 0 0 3486 5169 0 0 100 0 0
1582078531 1 0 0 59339208 2064104 2588612 0 0 0 11820 2857 4309 0 0 99 0 0
1582078532 1 0 0 59348308 2064112 2579776 0 0 0 0 2943 4847 0 0 100 0 0
1582078533 1 0 0 59354052 2064112 2574436 0 0 0 0 2430 3736 0 0 100 0 0
1582078534 1 0 0 59354344 2055920 2581912 0 0 0 0 3061 5226 0 0 100 0 0
1582078535 1 0 0 59354924 2060020 2577716 0 0 0 0 2518 4092 0 0 100 0 0
1582078536 1 0 0 59355008 2064116 2573904 0 0 0 0 2607 4333 0 0 100 0 0
1582078537 1 0 0 59355712 2068212 2569916 0 0 0 0 2170 3642 0 0 100 0 0
1582078538 2 0 0 59355792 2072312 2565740 0 0 0 0 2929 4882 0 0 99 0 0
1582078539 1 0 0 59355128 2072312 2565508 0 0 0 0 2933 4871 0 0 100 0 0
1582078540 1 0 0 59355672 2074360 2563316 0 0 0 0 2295 3728 0 0 100 0 0
1582078541 1 0 0 59355384 2074360 2563124 0 0 0 0 2491 4147 0 0 100 0 0
1582078542 1 0 0 59356692 2074368 2562976 0 0 0 0 2764 4662 0 0 100 0 0
1582078543 1 0 0 59355684 2074368 2563368 0 0 0 0 2857 4615 1 0 99 0 0
1582078544 1 0 0 59356144 2074372 2562824 0 0 0 0 2598 4261 0 0 100 0 0
1582078545 1 0 0 59355216 2074372 2563160 0 0 0 0 2461 4114 0 0 100 0 0
1582078546 2 0 0 59355888 2074372 2562820 0 0 0 0 3102 4988 0 0 100 0 0
1582078547 1 0 0 59355652 2074376 2563000 0 0 0 4 2254 3689 0 0 100 0 0
1582078548 1 0 0 59356092 2074376 2562916 0 0 0 0 2968 5012 0 0 100 0 0
1582078549 1 0 0 59355792 2074380 2563188 0 0 0 0 2512 4155 0 0 100 0 0
1582078550 1 0 0 59355052 2074384 2562800 0 0 0 0 1893 2892 0 0 100 0 0
1582078551 1 0 0 59355780 2075336 2562516 0 0 0 0 1600 2383 0 0 100 0 0
1582078552 1 0 0 59356232 2079432 2557728 0 0 0 0 1677 2469 0 0 100 0 0
1582078553 1 0 0 59356104 2079436 2557856 0 0 0 0 1869 2709 0 0 100 0 0
1582078554 1 0 0 59355144 2083924 2553972 0 0 0 64 2034 3035 0 0 100 0 0
1582078555 1 0 0 59355712 2083932 2553072 0 0 0 0 2584 4236 0 0 100 0 0
1582078556 1 0 0 59354656 2083936 2553108 0 0 0 0 4162 7173 0 0 100 0 0
1582078557 1 0 0 59356280 2083936 2553376 0 0 0 116 5577 10209 0 0 99 0 0
1582078558 1 0 0 59356360 2086056 2551156 0 0 0 0 5949 10719 0 0 99 0 0
1582078559 1 0 0 59356352 2088708 2548688 0 0 0 0 5958 10592 0 0 99 0 0
1582078560 1 0 0 59354820 2088716 2548616 0 0 0 0 4313 7443 0 0 100 0 0
1582078561 1 0 0 59355432 2088724 2548480 0 0 0 0 4150 7382 0 0 100 0 0
1582078562 1 0 0 59355140 2089488 2547804 0 0 0 28 5251 9252 0 0 99 0 0
1582078563 1 0 0 59355084 2089496 2547892 0 0 0 0 3358 5503 0 0 100 0 0
1582078564 2 0 0 59354892 2089496 2548032 0 0 0 0 1951 2958 0 0 100 0 0
1582078565 1 0 0 59355632 2089500 2548192 0 0 0 0 1521 2264 0 0 100 0 0
1582078566 2 0 0 59355888 2089500 2548028 0 0 0 0 2330 3348 0 0 100 0 0
1582078567 1 0 0 59356120 2089500 2547964 0 0 0 0 1706 2495 0 0 100 0 0
1582078568 1 0 0 59354944 2089500 2548308 0 0 0 28 1895 2780 0 0 100 0 0
1582078569 1 0 0 59356376 2089504 2548076 0 0 0 0 1791 2641 0 0 100 0 0
1582078570 1 0 0 59356492 2089504 2547408 0 0 0 0 1715 2506 0 0 100 0 0
1582078571 1 0 0 59356692 2089508 2547836 0 0 0 0 1610 2383 0 0 100 0 0
1582078572 1 0 0 59356908 2089508 2547832 0 0 0 0 1730 2505 0 0 100 0 0
1582078573 2 0 0 59355992 2089508 2548072 0 0 0 0 1762 2617 0 0 100 0 0
