1582077880 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
1582077880 r b swpd free inact active si so bi bo in cs us sy id wa st
1582077880 6 0 0 62205100 906268 931656 0 0 39 52 278 523 1 0 98 0 0
1582077881 1 0 0 62203344 906280 933096 0 0 0 0 1319 2077 0 0 100 0 0
1582077882 1 0 0 62201504 909008 930876 0 0 0 0 2537 4049 1 0 99 0 0
1582077883 1 0 0 62201672 909336 930448 0 0 0 0 3974 6600 0 0 99 0 0
1582077884 0 0 0 62201468 911836 928328 0 0 0 0 4818 8433 0 0 100 0 0
1582077885 0 0 0 62201980 915312 924728 0 0 0 44 5133 9205 0 0 100 0 0
1582077886 0 0 0 62201328 919004 921736 0 0 0 0 5130 9085 0 0 100 0 0
1582077887 0 0 0 62201664 921488 918568 0 0 0 0 4931 8614 0 0 100 0 0
1582077888 0 0 0 62201228 923828 916296 0 0 0 0 5242 9361 0 0 100 0 0
1582077889 2 0 0 62201172 925676 914248 0 0 0 0 4989 8608 0 0 100 0 0
1582077890 1 0 0 62201108 925680 914136 0 0 0 0 5239 9072 1 0 99 0 0
1582077891 1 0 0 62202204 926180 914060 0 0 0 28 4907 8775 0 0 99 0 0
1582077892 1 0 0 62200160 926404 916964 0 0 0 732 29668 50006 6 2 92 0 0
1582077893 3 0 0 62184336 927576 931944 0 0 0 4676 54465 113959 22 4 74 0 0
1582077894 2 0 0 62131792 927820 984356 0 0 0 5872 59228 120998 25 5 70 0 0
1582077895 23 0 0 62112476 929924 1000168 0 0 0 3644 58332 117129 23 4 73 0 0
1582077896 1 0 0 62059060 943068 1040992 0 0 0 6000 59366 122074 25 4 71 0 0
1582077897 21 0 0 62023784 949848 1069604 0 0 0 5876 55879 118306 24 4 72 0 0
1582077898 3 0 0 61990720 963312 1089884 0 0 0 3648 55363 115651 22 4 73 0 0
1582077899 17 0 0 61975276 976416 1091204 0 0 0 5876 57185 121519 24 4 72 0 0
1582077900 6 2 0 61965872 977012 1100500 0 0 0 8812 56846 113756 24 4 72 0 0
1582077901 5 0 0 61955776 976232 1109972 0 0 0 3988 54493 111705 23 4 73 0 0
1582077902 11 0 0 61939488 976304 1125636 0 0 0 6072 62408 138408 26 5 69 0 0
1582077903 7 0 0 61931636 980160 1128996 0 0 0 3708 56126 118566 24 4 72 0 0
1582077904 6 0 0 61907712 981324 1151372 0 0 0 5960 57028 111195 24 4 72 0 0
1582077905 5 0 0 61894972 986452 1159140 0 0 0 6004 57558 120305 24 5 71 0 0
1582077906 9 0 0 61882240 989964 1168000 0 0 0 3628 57467 117061 24 4 72 0 0
1582077907 6 0 0 61853744 1004036 1181724 0 0 0 6024 56198 118663 23 4 73 0 0
1582077908 6 0 0 61836868 1009256 1194024 0 0 0 6016 57650 117579 24 4 71 0 0
1582077909 7 0 0 61814924 1016008 1209248 0 0 0 3708 56626 116022 24 4 72 0 0
1582077910 6 0 0 61808208 1021176 1209336 0 0 0 5884 57829 119772 23 4 73 0 0
1582077911 10 0 0 61798564 1029712 1211992 0 0 0 6184 57029 115338 25 4 71 0 0
1582077912 5 0 0 61792268 1030060 1217224 0 0 0 2928 55050 111466 20 3 76 0 0
1582077913 1 0 0 61792696 1029936 1215244 0 0 0 2592 12008 22370 5 1 94 0 0
1582077914 1 0 0 61796540 1029968 1209560 0 0 0 452 2829 3862 0 0 99 0 0
1582077915 1 0 0 61801344 1029972 1205040 0 0 0 0 2025 2586 0 0 99 0 0
1582077916 1 0 0 61806356 1029972 1199876 0 0 0 0 1911 2544 0 0 100 0 0
1582077917 1 0 0 61812104 1029972 1193916 0 0 0 0 1765 2284 0 0 100 0 0
1582077918 1 0 0 61817908 1029976 1187768 0 0 0 0 2054 2728 1 0 99 0 0
1582077919 2 0 0 61824628 1029976 1181180 0 0 0 0 2248 3048 0 0 99 0 0
1582077920 1 0 0 61830564 1029976 1175552 0 0 0 0 2240 3042 0 0 100 0 0
1582077921 1 0 0 61835292 1029980 1171020 0 0 0 0 1653 2295 0 0 100 0 0
1582077922 1 0 0 61841276 1029980 1164932 0 0 0 60 3514 4843 0 0 100 0 0
1582077923 1 0 0 61842764 1029980 1163216 0 0 0 0 2424 3763 1 0 99 0 0
1582077924 1 0 0 61843928 1029988 1162600 0 0 0 0 2453 3865 0 0 100 0 0
1582077925 1 0 0 61844572 1029992 1162416 0 0 0 0 2032 3243 0 0 100 0 0
1582077926 1 0 0 61844484 1029992 1162492 0 0 0 0 2135 3384 0 0 100 0 0
1582077927 1 0 0 61844544 1029996 1162584 0 0 0 5356 2162 3427 0 0 100 0 0
1582077928 1 0 0 61844688 1029996 1162220 0 0 0 0 2175 3571 0 0 99 0 0
1582077929 1 0 0 61844032 1029996 1162528 0 0 0 0 2365 3697 0 0 99 0 0
1582077930 1 0 0 61844204 1030000 1162220 0 0 0 0 2176 3430 0 0 100 0 0
1582077931 1 0 0 61844396 1030000 1161980 0 0 0 0 2248 3633 0 0 100 0 0
1582077932 1 0 0 61844184 1030000 1162484 0 0 0 176 2073 3255 0 0 100 0 0
1582077933 1 0 0 61844408 1030004 1161844 0 0 0 0 2339 3743 1 0 99 0 0
1582077934 1 0 0 61845184 1030004 1161660 0 0 0 0 2507 3969 0 0 100 0 0
1582077935 1 0 0 61844076 1030008 1162264 0 0 0 0 2245 3469 0 0 100 0 0
1582077936 1 0 0 61845088 1030012 1162084 0 0 0 0 2092 3403 0 0 100 0 0
1582077937 1 0 0 61844316 1030012 1162200 0 0 0 0 2048 3256 0 0 100 0 0
1582077938 1 0 0 61844616 1030012 1161804 0 0 0 0 2313 3637 0 0 99 0 0
1582077939 1 0 0 61844312 1030016 1162304 0 0 0 0 2635 4083 0 0 99 0 0
1582077940 1 0 0 61843896 1030016 1161732 0 0 0 0 2536 4045 0 0 100 0 0
1582077941 1 0 0 61844284 1030016 1162304 0 0 0 0 1992 3209 0 0 100 0 0
1582077942 1 0 0 61844308 1030024 1161992 0 0 0 64 2069 3048 0 0 100 0 0
1582077943 1 0 0 61844540 1030024 1162304 0 0 0 0 1826 2765 0 0 99 0 0
1582077944 1 0 0 61844408 1030024 1162100 0 0 0 72 1928 2857 0 0 100 0 0
1582077945 1 0 0 61844284 1030028 1162300 0 0 0 0 1548 2281 0 0 100 0 0
1582077946 2 0 0 61844088 1030028 1161916 0 0 0 0 1716 2441 0 0 100 0 0
1582077947 1 0 0 61844024 1030028 1162268 0 0 0 0 1671 2494 0 0 100 0 0
1582077948 1 0 0 61844044 1030032 1161996 0 0 0 68 1683 2529 0 0 100 0 0
1582077949 1 0 0 61844864 1021840 1170536 0 0 0 0 1882 2745 0 0 100 0 0
1582077950 1 0 0 61844452 1021840 1170584 0 0 0 0 1674 2452 0 0 100 0 0
1582077951 1 0 0 61844436 1021844 1170148 0 0 0 0 1712 2579 0 0 100 0 0
1582077952 1 0 0 61844296 1021844 1170508 0 0 0 0 1614 2326 0 0 100 0 0
1582077953 1 0 0 61844296 1021844 1170412 0 0 0 0 1748 2536 0 0 100 0 0
1582077954 1 0 0 61844116 1021848 1170324 0 0 0 0 2102 3070 0 0 100 0 0
1582077955 1 0 0 61844184 1021848 1170176 0 0 0 0 1729 2504 0 0 100 0 0
1582077956 1 0 0 61844384 1021848 1170464 0 0 0 0 1586 2299 0 0 100 0 0
1582077957 2 0 0 61844728 1021852 1170004 0 0 0 0 1531 2249 0 0 100 0 0
1582077958 1 0 0 61845108 1021852 1170648 0 0 0 0 1994 2807 0 0 99 0 0
