1582077984 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
1582077984 r b swpd free inact active si so bi bo in cs us sy id wa st
1582077984 6 0 0 61847852 982748 1205740 0 0 34 54 341 651 2 0 98 0 0
1582077985 1 0 0 61846716 982712 1207864 0 0 0 0 1359 2150 0 0 100 0 0
1582077986 2 0 0 61845848 982728 1208024 0 0 0 0 1624 2382 0 0 100 0 0
1582077987 1 0 0 61845592 982728 1207912 0 0 0 0 1630 2433 0 0 100 0 0
1582077988 0 0 0 61845784 982728 1208084 0 0 0 0 1728 2533 0 0 100 0 0
1582077989 0 0 0 61845752 982732 1207916 0 0 0 0 1919 2835 1 0 99 0 0
1582077990 0 0 0 61845868 982572 1208116 0 0 0 0 1743 2597 0 0 100 0 0
1582077991 0 0 0 61845728 982572 1208068 0 0 0 0 1756 2630 0 0 99 0 0
1582077992 0 0 0 61844980 982576 1208260 0 0 0 0 1485 2244 0 0 100 0 0
1582077993 1 0 0 61842880 982672 1210044 0 0 392 0 2401 3546 0 0 99 0 0
1582077994 2 0 0 61843128 982684 1210160 0 0 0 252 1968 2872 0 0 100 0 0
1582077995 1 0 0 61842092 982688 1210216 0 0 0 0 1718 2546 0 0 100 0 0
1582077996 5 0 0 61839724 985488 1211336 0 0 0 944 32610 56204 9 2 89 0 0
1582077997 8 0 0 61817796 986280 1232044 0 0 0 5700 65232 135790 25 5 69 0 0
1582077998 20 0 0 61767888 1004352 1265876 0 0 0 7412 69801 145180 27 5 67 0 0
1582077999 18 0 0 61721980 1011532 1301504 0 0 0 4492 66722 143993 30 5 65 0 0
1582078000 14 0 0 61699908 1021484 1316776 0 0 0 7256 65170 137818 28 5 67 0 0
1582078001 3 6 0 61682844 1020324 1334348 0 0 0 5628 69346 154486 30 5 64 0 0
1582078002 3 0 0 61645704 1030508 1361500 0 0 0 6416 68105 151267 31 5 63 0 0
1582078003 6 0 0 61616152 1051596 1369448 0 0 0 7464 67848 141549 30 5 65 0 0
1582078004 8 0 0 61606024 1052276 1379424 0 0 0 4524 69954 142674 29 5 66 0 0
1582078005 7 0 0 61580604 1055408 1399928 0 0 0 7548 68498 140118 29 5 65 0 0
1582078006 11 0 0 61575996 1058396 1402176 0 0 0 7604 73102 157443 30 4 65 0 0
1582078007 7 0 0 61546732 1064212 1426488 0 0 0 4524 68745 144538 30 4 66 0 0
1582078008 7 0 0 61521104 1068792 1446244 0 0 0 7556 66100 139404 29 6 65 0 0
1582078009 4 0 0 61491256 1098476 1446284 0 0 0 7616 68686 141065 30 4 65 0 0
1582078010 7 0 0 61482864 1098700 1453544 0 0 0 4472 68818 154157 30 5 65 0 0
1582078011 7 0 0 61477056 1095116 1462416 0 0 0 7620 70181 143779 30 5 65 0 0
1582078012 8 0 0 61469376 1097496 1468244 0 0 0 7688 67030 138388 29 5 66 0 0
1582078013 1 1 0 61449320 1102392 1483796 0 0 0 4540 67425 134073 29 4 67 0 0
1582078014 9 0 0 61424908 1102736 1507296 0 0 0 7552 70286 143479 30 5 66 0 0
1582078015 3 0 0 61419908 1109016 1503536 0 0 0 5756 66771 143276 31 6 63 0 0
1582078016 26 0 0 61404708 1125356 1505244 0 0 0 8940 61858 129066 27 5 68 0 0
1582078017 1 0 0 61402512 1126036 1503464 0 0 0 3384 19960 42351 7 1 92 0 0
1582078018 1 0 0 61405536 1129652 1495452 0 0 0 472 2920 4081 1 0 99 0 0
1582078019 1 0 0 61408748 1135804 1486388 0 0 0 0 2425 3373 1 0 99 0 0
1582078020 1 0 0 61413300 1137828 1479344 0 0 0 0 2416 3312 0 0 100 0 0
1582078021 1 0 0 61417408 1133276 1479932 0 0 0 0 1773 2401 0 0 100 0 0
1582078022 1 0 0 61424100 1139364 1467224 0 0 0 0 1839 2505 0 0 100 0 0
1582078023 1 0 0 61432940 1143352 1454796 0 0 0 0 2221 3060 1 0 99 0 0
1582078024 2 0 0 61438616 1147416 1444088 0 0 0 0 2164 2921 0 0 100 0 0
1582078025 1 0 0 61447348 1153456 1430572 0 0 0 64 1690 2355 0 0 100 0 0
1582078026 1 0 0 61452104 1153844 1424852 0 0 0 0 3476 4959 0 0 100 0 0
1582078027 1 0 0 61455920 1153868 1420676 0 0 0 0 2428 3818 0 0 99 0 0
1582078028 1 0 0 61456376 1157388 1417124 0 0 0 0 2715 4548 1 0 99 0 0
1582078029 1 0 0 61457552 1158976 1414860 0 0 0 0 3911 6687 0 0 100 0 0
1582078030 1 0 0 61456816 1159804 1413848 0 0 0 6732 4857 8400 0 0 99 0 0
1582078031 2 0 0 61457776 1145488 1428316 0 0 0 0 4700 8167 0 0 100 0 0
1582078032 1 0 0 61456996 1149536 1424160 0 0 0 0 5973 10710 0 0 99 0 0
1582078033 1 0 0 61456812 1152240 1421584 0 0 0 0 3717 6397 0 0 100 0 0
1582078034 1 0 0 61456820 1157276 1416592 0 0 0 0 4274 7283 0 0 100 0 0
1582078035 1 0 0 61458028 1159020 1414764 0 0 0 0 6440 11579 0 0 99 0 0
1582078036 1 0 0 61457640 1161132 1412612 0 0 0 0 5882 10564 0 0 100 0 0
1582078037 1 0 0 61456676 1161536 1412308 0 0 0 0 5783 10335 0 0 99 0 0
1582078038 2 0 0 61457544 1162540 1411220 0 0 0 0 6690 11701 0 1 99 0 0
1582078039 1 0 0 61458240 1165836 1408440 0 0 0 0 7127 12594 1 1 99 0 0
1582078040 1 0 0 61457584 1165912 1407692 0 0 0 0 6215 10928 0 0 99 0 0
1582078041 1 0 0 61457508 1165912 1408100 0 0 0 0 2167 3537 0 0 100 0 0
1582078042 1 0 0 61457636 1165912 1408104 0 0 0 0 2367 3784 0 0 100 0 0
1582078043 1 0 0 61457652 1165916 1407768 0 0 0 0 2632 4194 1 0 99 0 0
1582078044 1 0 0 61457560 1165916 1408040 0 0 0 0 2395 3885 0 0 100 0 0
1582078045 1 0 0 61456960 1165916 1407840 0 0 0 0 2148 3480 0 0 100 0 0
1582078046 1 0 0 61456436 1165924 1408328 0 0 0 0 1988 3096 0 0 100 0 0
1582078047 1 0 0 61457324 1165924 1408072 0 0 0 0 1761 2571 0 0 100 0 0
1582078048 2 0 0 61457424 1165924 1407980 0 0 0 80 1903 2751 0 0 100 0 0
1582078049 1 0 0 61457492 1165928 1407920 0 0 0 0 1764 2584 0 0 100 0 0
1582078050 1 0 0 61457396 1165928 1407960 0 0 0 0 1688 2463 0 0 100 0 0
1582078051 1 0 0 61457100 1165928 1408496 0 0 0 4 1726 2535 0 0 99 0 0
1582078052 1 0 0 61458172 1165932 1407804 0 0 0 0 1593 2293 0 0 100 0 0
1582078053 2 0 0 61457828 1165932 1407904 0 0 0 0 1759 2613 0 0 100 0 0
1582078054 1 0 0 61457256 1165932 1407852 0 0 0 0 1922 2772 0 0 100 0 0
1582078055 1 0 0 61457316 1165932 1408160 0 0 0 0 1770 2569 0 0 100 0 0
1582078056 1 0 0 61457728 1165936 1407968 0 0 0 76 1760 2470 0 0 100 0 0
1582078057 1 0 0 61457656 1165936 1408176 0 0 0 0 1654 2393 0 0 100 0 0
1582078058 3 0 0 61457468 1165940 1407788 0 0 0 0 1945 2854 0 0 100 0 0
1582078059 1 0 0 61457032 1165940 1408048 0 0 0 0 2016 2923 1 0 99 0 0
1582078060 1 0 0 61457280 1165940 1408180 0 0 0 0 2140 3166 0 0 100 0 0
1582078061 1 0 0 61457028 1165944 1407968 0 0 0 0 1519 2264 0 0 100 0 0
