1582077986 ens5 docker0 docker_gwbridge veth235417d vethd39ee0f
1582077986 KB/s in KB/s out KB/s in KB/s out KB/s in KB/s out KB/s in KB/s out KB/s in KB/s out
1582077986 14.79 14.93 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077987 5.18 4.87 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077988 4.84 4.97 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077989 14.06 14.08 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077990 4.18 4.17 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077991 4.36 4.35 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077992 4.41 4.39 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077993 14.46 14.62 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077994 4.52 4.54 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077995 4.68 4.64 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077996 635.81 634.68 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077997 4039.26 4016.91 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077998 4317.21 4301.02 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077999 4267.77 4251.90 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078000 4304.07 4282.23 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078001 4266.42 4242.96 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078002 4316.43 4301.52 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078003 4300.72 4275.03 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078004 4288.93 4266.03 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078005 4303.92 4282.95 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078006 4286.55 4259.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078007 4291.31 4264.38 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078008 4302.27 4275.49 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078009 4327.64 4300.12 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078010 4274.37 4248.89 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078011 4295.41 4267.44 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078012 4284.12 4262.17 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078013 4316.68 4291.54 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078014 4294.40 4270.08 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078015 4304.53 4279.26 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078016 3432.49 3413.07 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078017 178.93 179.71 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078018 4.21 4.26 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078019 14.46 14.59 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078020 13.95 13.94 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078021 4.39 4.44 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078022 4.51 4.48 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078023 4.29 4.35 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078024 4.83 5.03 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078025 14.17 14.20 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078026 4.62 4.66 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078027 7.40 7.46 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078028 4.31 4.26 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078029 5.01 5.14 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582078030 4.60 4.59 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
