1582077777 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
1582077777 r b swpd free inact active si so bi bo in cs us sy id wa st
1582077777 7 0 0 62529388 716268 797912 0 0 44 51 221 407 1 0 99 0 0
1582077778 1 0 0 62528504 716268 799992 0 0 0 0 1745 2681 0 0 99 0 0
1582077779 1 0 0 62527548 716272 800096 0 0 0 0 1944 2863 0 0 99 0 0
1582077780 1 0 0 62527736 716280 800012 0 0 0 0 1680 2513 0 0 100 0 0
1582077781 0 0 0 62527580 716280 800128 0 0 0 0 1529 2340 0 0 100 0 0
1582077782 0 0 0 62527272 716284 800372 0 0 0 0 1687 2485 0 0 99 0 0
1582077783 0 0 0 62526276 716284 800652 0 0 0 28 2269 3418 0 0 99 0 0
1582077784 1 0 0 62527356 716284 800156 0 0 0 84 2107 3100 0 0 99 0 0
1582077785 2 0 0 62527292 716288 800192 0 0 0 0 1531 2292 0 0 100 0 0
1582077786 1 0 0 62527964 716288 800148 0 0 0 0 1844 2670 0 0 99 0 0
1582077787 2 0 0 62527344 716288 800060 0 0 0 0 1608 2416 0 0 100 0 0
1582077788 1 0 0 62525732 718124 798736 0 0 0 48 5533 8040 1 1 99 0 0
1582077789 5 0 0 62512308 732136 801336 0 0 0 2052 36905 70964 12 3 85 0 0
1582077790 5 0 0 62472328 760032 813648 0 0 0 3664 43661 84114 17 3 80 0 0
1582077791 1 0 0 62452400 773268 820852 0 0 0 4372 43082 84566 18 2 80 0 0
1582077792 19 0 0 62396960 784228 865856 0 0 0 4468 45045 85086 18 3 79 0 0
1582077793 12 0 0 62388840 789380 867516 0 0 0 2840 41880 83405 19 3 78 0 0
1582077794 18 0 0 62362716 803716 880304 0 0 0 4284 42491 82869 17 3 80 0 0
1582077795 8 1 0 62348620 808796 887928 0 0 0 4464 42345 84515 17 3 80 0 0
1582077796 5 0 0 62341140 809868 895032 0 0 0 2848 42437 85330 17 3 79 0 0
1582077797 6 0 0 62329344 813180 903572 0 0 0 4552 44971 88579 18 2 79 0 0
1582077798 6 0 0 62309876 813688 922132 0 0 0 2860 44813 87303 18 3 78 0 0
1582077799 8 0 0 62299276 814212 930752 0 0 0 4608 42306 85343 19 2 79 0 0
1582077800 5 0 0 62288912 815492 940372 0 0 0 4416 44225 88311 18 3 78 0 0
1582077801 6 0 0 62274544 817464 953536 0 0 0 2820 42845 88581 18 3 79 0 0
1582077802 4 0 0 62253672 817460 976032 0 0 0 4552 46797 91740 19 3 77 0 0
1582077803 8 0 0 62229552 835840 979036 0 0 0 4580 47475 93519 19 4 77 0 0
1582077804 2 0 0 62211628 844528 989412 0 0 0 2808 45436 91724 18 3 79 0 0
1582077805 7 0 0 62205088 852856 985796 0 0 0 4524 45672 89842 18 3 78 0 0
1582077806 7 0 0 62192564 860696 992032 0 0 0 4616 45253 89330 17 4 79 0 0
1582077807 17 0 0 62176944 860056 1005076 0 0 0 2844 48159 96887 19 3 79 0 0
1582077808 21 0 0 62170644 860488 1012320 0 0 0 4612 45363 89512 17 3 79 0 0
1582077809 1 0 0 62171096 865648 1005788 0 0 0 2580 27649 55929 9 2 89 0 0
1582077810 1 0 0 62172848 869248 999632 0 0 0 348 2600 3890 1 1 99 0 0
1582077811 1 0 0 62174460 875304 991500 0 0 0 0 1848 2556 0 0 100 0 0
1582077812 1 0 0 62177476 875396 988188 0 0 0 0 1981 2716 1 0 99 0 0
1582077813 1 0 0 62178844 875404 986608 0 0 0 0 1891 2611 0 0 99 0 0
1582077814 1 0 0 62182560 878428 980416 0 0 0 0 2239 3212 1 0 99 0 0
1582077815 1 0 0 62185992 882592 972400 0 0 0 0 1867 2590 0 0 99 0 0
1582077816 1 0 0 62187656 886096 967312 0 0 0 0 1828 2571 0 0 99 0 0
1582077817 1 0 0 62190824 881552 968108 0 0 0 0 3488 5862 0 0 99 0 0
1582077818 1 0 0 62193232 884052 963708 0 0 0 0 7040 11978 0 1 99 0 0
1582077819 1 0 0 62194392 885428 960748 0 0 0 3992 4882 7547 0 0 99 0 0
1582077820 1 0 0 62195020 889132 956652 0 0 0 0 5732 10139 0 0 99 0 0
1582077821 1 0 0 62194376 893300 952292 0 0 0 0 5092 9038 0 0 99 0 0
1582077822 1 0 0 62195252 898680 946936 0 0 0 0 5687 10178 0 1 99 0 0
1582077823 1 0 0 62195008 901532 944424 0 0 0 0 5666 9752 0 0 99 0 0
1582077824 1 0 0 62196020 901696 943900 0 0 0 72 2514 3847 0 0 99 0 0
1582077825 1 0 0 62195496 901696 944520 0 0 0 0 1845 2884 0 0 99 0 0
1582077826 1 0 0 62196580 901696 943772 0 0 0 0 2226 3471 0 0 99 0 0
1582077827 2 0 0 62196044 891460 954536 0 0 0 0 2238 3585 0 0 99 0 0
1582077828 1 0 0 62195888 891392 954064 0 0 0 0 2249 3522 1 0 99 0 0
1582077829 1 0 0 62196004 891392 954484 0 0 0 0 2177 3379 0 0 99 0 0
1582077830 1 0 0 62196060 891396 954504 0 0 0 0 2143 3296 1 0 99 0 0
1582077831 1 0 0 62195764 891396 954348 0 0 0 0 2258 3391 0 0 99 0 0
1582077832 1 0 0 62195760 896752 948804 0 0 0 0 2085 3167 0 0 99 0 0
1582077833 1 0 0 62196116 896972 948828 0 0 0 0 2085 3264 0 0 99 0 0
1582077834 1 0 0 62196076 896972 948528 0 0 0 0 2335 3636 1 0 99 0 0
1582077835 1 0 0 62196316 896972 948212 0 0 0 0 2047 3224 0 0 99 0 0
1582077836 2 0 0 62195628 896972 948272 0 0 0 0 1918 3037 0 0 99 0 0
1582077837 1 0 0 62195964 892888 952660 0 0 0 0 1947 2997 0 0 99 0 0
1582077838 2 0 0 62196272 892888 952480 0 0 0 0 2402 3615 0 0 99 0 0
1582077839 1 0 0 62196148 892896 952512 0 0 0 0 1995 2913 0 0 99 0 0
1582077840 1 0 0 62195756 892896 952224 0 0 0 64 1642 2422 0 0 99 0 0
1582077841 1 0 0 62195500 892896 952400 0 0 0 0 1566 2293 0 0 99 0 0
1582077842 1 0 0 62195944 892900 952592 0 0 0 0 1752 2566 1 0 99 0 0
1582077843 1 0 0 62195032 892896 952488 0 0 0 0 3434 5844 0 0 99 0 0
1582077844 1 0 0 62195556 892892 952308 0 0 0 0 1854 2783 0 0 99 0 0
1582077845 1 0 0 62195016 892896 952484 0 0 0 96 1592 2311 0 0 99 0 0
1582077846 1 0 0 62195252 892896 952844 0 0 0 0 1725 2612 0 0 99 0 0
1582077847 2 0 0 62195080 892896 952556 0 0 0 0 1618 2423 0 0 99 0 0
1582077848 2 0 0 62195596 892900 952680 0 0 0 32 2027 2989 0 0 99 0 0
1582077849 1 0 0 62195284 892892 952584 0 0 0 0 1802 2670 0 0 99 0 0
1582077850 1 0 0 62195124 892892 952516 0 0 0 32 1827 2563 0 0 99 0 0
1582077851 1 0 0 62195408 892896 952620 0 0 0 0 1690 2404 0 0 99 0 0
1582077852 1 0 0 62195188 892896 952600 0 0 0 0 1753 2517 0 0 99 0 0
1582077853 1 0 0 62195008 892896 952644 0 0 0 0 1766 2592 0 0 99 0 0
1582077854 1 0 0 62194656 892896 952868 0 0 0 0 2043 2918 1 0 99 0 0
1582077855 1 0 0 62195340 892900 952804 0 0 0 0 1685 2432 0 0 99 0 0
1582077856 1 0 0 62195060 892900 953240 0 0 0 28 1724 2383 0 0 100 0 0
1582077857 1 0 0 62195276 892904 952412 0 0 0 0 1615 2262 0 0 99 0 0
1582077858 1 0 0 62195072 892904 952848 0 0 0 0 2009 2777 1 0 99 0 0
