1582078088 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
1582078088 r b swpd free inact active si so bi bo in cs us sy id wa st
1582078088 6 0 0 62982012 722128 390252 0 0 26 33 58 63 0 0 100 0 0
1582078089 1 0 0 62981056 722132 390820 0 0 0 4 647 662 0 0 100 0 0
1582078090 1 0 0 62979212 722152 392460 0 0 0 0 886 873 0 0 100 0 0
1582078091 1 0 0 62979228 722152 392224 0 0 0 0 1013 880 0 0 100 0 0
1582078092 0 0 0 62978776 722152 392468 0 0 0 0 913 860 0 0 100 0 0
1582078093 0 0 0 62979056 722156 392404 0 0 0 0 825 876 0 0 100 0 0
1582078094 0 0 0 62978524 722156 392464 0 0 0 0 885 884 0 0 100 0 0
1582078095 0 0 0 62978724 722156 392376 0 0 0 0 824 807 0 0 100 0 0
1582078096 1 0 0 62978284 722160 392380 0 0 0 0 938 855 0 0 100 0 0
1582078097 2 0 0 62977824 722160 392512 0 0 0 0 968 902 0 0 100 0 0
1582078098 1 0 0 62978452 722164 392392 0 0 0 0 1388 1607 0 0 100 0 0
1582078099 1 0 0 62977064 723608 392532 0 0 0 1556 1244 1290 0 0 100 0 0
1582078100 1 0 0 62968884 731756 392336 0 0 0 8744 3267 2824 1 0 99 0 0
1582078101 1 0 0 62958536 745264 388988 0 0 0 9716 4755 5193 1 0 99 0 0
1582078102 1 0 0 62947800 757176 386772 0 0 0 9776 4884 5413 0 0 99 0 0
1582078103 1 0 0 62935004 767516 389744 0 0 0 10368 4019 3426 0 0 99 0 0
1582078104 1 0 0 62924840 779856 387064 0 0 0 11836 3669 3399 0 0 99 0 0
1582078105 1 0 0 62922108 782324 387156 0 0 0 2528 1501 1607 0 0 100 0 0
1582078106 1 0 0 62911432 794828 385260 0 0 0 10944 4355 3688 1 0 99 0 0
1582078107 1 0 0 62901800 804936 385152 0 0 0 10260 3678 3309 0 0 99 0 0
1582078108 1 0 0 62956380 751440 385060 0 0 0 11804 4145 3773 1 0 98 0 0
1582078109 1 0 0 62938240 764856 389720 0 0 0 10456 3882 3332 0 0 99 0 0
1582078110 1 0 0 62929160 773576 389152 0 0 0 7740 3066 2663 0 0 99 0 0
1582078111 1 0 0 62918860 783796 389204 0 0 0 10324 3833 3228 1 0 99 0 0
1582078112 1 0 0 62906764 789756 394708 0 0 4 10332 3904 3223 0 0 99 0 0
1582078113 2 0 0 62897556 804800 389444 0 0 0 11900 3776 3304 0 0 99 0 0
1582078114 1 0 0 62894680 809496 387452 0 0 0 2776 1858 1872 0 0 100 0 0
1582078115 1 0 0 62883268 819996 387516 0 0 0 10488 3644 3050 1 0 99 0 0
1582078116 1 0 0 62873216 830088 387556 0 0 0 10404 3811 3209 0 0 99 0 0
1582078117 1 0 0 62862012 840636 387640 0 0 0 11728 3676 3131 0 0 99 0 0
1582078118 1 0 0 62847164 854460 388288 0 0 0 10580 4613 4111 0 1 99 0 0
1582078119 1 0 0 62840232 862172 387788 0 0 0 7496 3080 2593 1 0 99 0 0
1582078120 1 0 0 62839444 863228 387996 0 0 0 1236 1321 1454 0 0 100 0 0
1582078121 1 0 0 62839284 863340 387948 0 0 0 0 900 916 0 0 100 0 0
1582078122 1 0 0 62838920 857196 394120 0 0 0 0 940 875 0 0 100 0 0
1582078123 1 0 0 62839112 857200 394064 0 0 0 64 901 787 0 0 100 0 0
1582078124 1 0 0 62838960 857200 393888 0 0 0 0 833 847 0 0 100 0 0
1582078125 1 0 0 62839472 857200 393448 0 0 0 0 915 868 0 0 100 0 0
1582078126 1 0 0 62838988 857204 393980 0 0 0 0 870 849 0 0 100 0 0
1582078127 1 0 0 62838752 857204 394096 0 0 0 0 885 835 0 0 100 0 0
1582078128 1 0 0 62838884 857204 393772 0 0 0 0 935 899 0 0 100 0 0
1582078129 1 0 0 62838936 857208 394008 0 0 0 0 922 848 0 0 100 0 0
1582078130 1 0 0 62839032 857208 394108 0 0 0 0 972 937 0 0 100 0 0
1582078131 1 0 0 62839024 857208 394228 0 0 0 0 888 837 0 0 100 0 0
1582078132 1 0 0 62838860 857216 393692 0 0 0 0 927 875 0 0 100 0 0
1582078133 1 0 0 62838412 857216 394164 0 0 0 0 922 871 0 0 100 0 0
1582078134 1 0 0 62838852 857216 394032 0 0 0 0 918 840 0 0 100 0 0
1582078135 1 0 0 62839000 857220 394092 0 0 0 0 940 867 0 0 100 0 0
1582078136 2 0 0 62838776 857220 394036 0 0 0 0 895 844 0 0 100 0 0
1582078137 1 0 0 62839292 857220 393980 0 0 0 0 893 868 0 0 100 0 0
1582078138 1 0 0 62838704 857224 394512 0 0 0 0 1446 1675 0 0 100 0 0
1582078139 2 0 0 62838896 857224 394136 0 0 0 0 812 828 0 0 100 0 0
1582078140 1 0 0 62838824 857224 394016 0 0 0 0 909 892 0 0 100 0 0
1582078141 1 0 0 62838684 857228 393960 0 0 0 0 879 879 0 0 100 0 0
1582078142 1 0 0 62839156 857228 394396 0 0 0 0 866 883 0 0 100 0 0
1582078143 1 0 0 62839316 857228 393864 0 0 0 0 925 846 0 0 100 0 0
