1582077675 ens5 docker0 docker_gwbridge veth35deac1 veth6a2382d
1582077675 KB/s in KB/s out KB/s in KB/s out KB/s in KB/s out KB/s in KB/s out KB/s in KB/s out
1582077675 5.13 5.05 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077676 4.64 4.62 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077677 5.22 5.23 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077678 4.65 4.72 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077679 4.40 4.39 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077680 4.45 4.48 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077681 4.99 5.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077682 4.91 5.08 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077683 4.43 4.45 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077684 4.58 4.57 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077685 278.34 280.02 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077686 1632.13 1637.09 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077687 1704.94 1704.92 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077688 1733.32 1737.88 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077689 1706.16 1709.74 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077690 1688.80 1693.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077691 1716.78 1719.55 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077692 1680.43 1685.73 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077693 1715.68 1716.35 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077694 1700.32 1703.07 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077695 1720.08 1723.92 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077696 1706.16 1707.35 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
