1582078296 ens5 docker0
1582078296 KB/s in KB/s out KB/s in KB/s out
1582078296 0.26 0.05 0.00 0.00
1582078297 0.14 0.14 0.00 0.00
1582078298 0.10 0.10 0.00 0.00
1582078299 0.10 0.10 0.00 0.00
1582078300 0.10 0.10 0.00 0.00
1582078301 0.22 0.22 0.00 0.00
1582078302 0.10 0.10 0.00 0.00
1582078303 0.70 0.37 0.00 0.00
1582078304 0.10 0.10 0.00 0.00
1582078305 1069.06 119.07 0.00 0.00
1582078306 735.48 827.67 0.00 0.00
1582078307 1572.97 766.20 0.00 0.00
1582078308 2205.39 772.13 0.00 0.00
1582078309 1488.79 678.37 0.00 0.00
1582078310 2484.34 590.28 0.00 0.00
1582078311 1695.47 901.41 0.00 0.00
1582078312 2914.18 766.45 0.00 0.00
1582078313 1606.38 662.78 0.00 0.00
1582078314 2527.33 892.29 0.00 0.00
1582078315 2678.65 622.09 0.00 0.00
1582078316 1687.90 856.21 0.00 0.00
1582078317 2698.40 815.14 0.00 0.00
1582078318 1561.37 660.18 0.00 0.00
1582078319 3028.39 786.35 0.00 0.00
1582078320 1449.54 724.61 0.00 0.00
1582078321 2895.47 895.00 0.00 0.00
1582078322 2464.47 586.46 0.00 0.00
1582078323 2157.70 715.09 0.00 0.00
1582078324 2275.37 890.44 0.00 0.00
1582078325 2150.03 769.78 0.00 0.00
1582078326 1978.13 40.60 0.00 0.00
1582078327 230.44 4.13 0.00 0.00
1582078328 0.10 0.10 0.00 0.00
1582078329 0.10 0.10 0.00 0.00
1582078330 0.10 0.10 0.00 0.00
1582078331 0.10 0.10 0.00 0.00
1582078332 0.10 0.10 0.00 0.00
1582078333 0.10 0.10 0.00 0.00
1582078334 0.78 0.86 0.00 0.00
1582078335 0.10 0.10 0.00 0.00
1582078336 0.10 0.10 0.00 0.00
1582078337 0.10 0.10 0.00 0.00
1582078338 0.10 0.10 0.00 0.00
1582078339 0.10 0.10 0.00 0.00
1582078340 0.00 0.00 0.00 0.00
1582078341 0.10 0.10 0.00 0.00
1582078342 0.10 0.10 0.00 0.00
1582078343 0.10 0.10 0.00 0.00
