1582077985 ens5 docker0 docker_gwbridge veth0dc5da6 veth98ea0e0 vethd637aa1 vethecc170a
1582077985 KB/s in KB/s out KB/s in KB/s out KB/s in KB/s out KB/s in KB/s out KB/s in KB/s out KB/s in KB/s out KB/s in KB/s out
1582077985 2.66 2.86 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077986 10.71 5.77 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077987 7.79 6.26 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077988 10.22 10.81 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077989 11.72 11.98 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077990 22.57 21.10 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077991 8.92 9.16 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077992 3.42 3.66 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077993 7.16 6.61 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077994 19.23 16.78 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077995 10.33 11.65 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
1582077996 1099.12 5286.08 0.00 0.00 4466.95 461.15 0.00 0.00 0.00 0.00 4489.78 461.15 0.00 0.00
1582077997 4462.13 6680.99 0.00 0.00 2547.80 410.80 0.00 0.00 0.00 0.00 2568.51 410.80 0.00 0.00
1582077998 4755.25 6272.50 0.00 0.00 1869.02 409.50 0.00 0.00 0.00 0.00 1887.95 409.50 0.00 0.00
1582077999 4705.14 7324.51 0.00 0.00 2941.57 416.77 0.00 0.00 0.00 0.00 2965.55 416.77 0.00 0.00
1582078000 4716.03 6419.48 0.00 0.00 2046.70 413.18 0.00 0.00 0.00 0.00 2067.06 413.18 0.00 0.00
1582078001 4678.21 7038.69 0.00 0.00 2691.49 416.07 0.00 0.00 0.00 0.00 2715.03 416.07 0.00 0.00
1582078002 4756.06 7121.97 0.00 0.00 2695.77 419.23 0.00 0.00 0.00 0.00 2718.97 419.23 0.00 0.00
1582078003 4739.71 7103.68 0.00 0.00 2698.73 419.70 0.00 0.00 0.00 0.00 2722.19 419.70 0.00 0.00
1582078004 4713.73 7084.75 0.00 0.00 2703.99 418.99 0.00 0.00 0.00 0.00 2727.89 418.99 0.00 0.00
1582078005 4713.26 7081.08 0.00 0.00 2698.97 414.52 0.00 0.00 0.00 0.00 2722.78 414.52 0.00 0.00
1582078006 4726.65 7074.64 0.00 0.00 2689.76 418.79 0.00 0.00 0.00 0.00 2713.85 418.79 0.00 0.00
1582078007 4712.04 7077.49 0.00 0.00 2692.17 412.85 0.00 0.00 0.00 0.00 2715.78 412.85 0.00 0.00
1582078008 4726.22 7101.75 0.00 0.00 2707.71 415.07 0.00 0.00 0.00 0.00 2731.79 415.07 0.00 0.00
1582078009 4746.41 7133.88 0.00 0.00 2715.81 416.48 0.00 0.00 0.00 0.00 2740.07 416.48 0.00 0.00
