1582078087 procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
1582078087 r b swpd free inact active si so bi bo in cs us sy id wa st
1582078087 7 0 0 61460872 1165804 1404548 0 0 31 57 405 787 2 1 97 0 0
1582078088 3 0 0 61458976 1165820 1406868 0 0 0 0 1758 2752 1 0 99 0 0
1582078089 1 0 0 61458848 1165836 1406584 0 0 0 0 1729 2671 1 0 99 0 0
1582078090 1 0 0 61458536 1165832 1406724 0 0 0 88 2076 3279 0 0 99 0 0
1582078091 0 0 0 61458432 1165816 1406588 0 0 0 0 1770 2615 0 0 100 0 0
1582078092 0 0 0 61459160 1168676 1403600 0 0 0 0 1613 2354 0 0 100 0 0
1582078093 0 0 0 61458736 1174292 1398092 0 0 0 0 1877 2865 0 0 100 0 0
1582078094 0 0 0 61459092 1176344 1396004 0 0 0 0 3491 5938 0 0 99 0 0
1582078095 0 0 0 61458600 1177368 1395224 0 0 0 0 3338 5534 0 0 100 0 0
1582078096 1 0 0 61458016 1178848 1393540 0 0 0 0 4297 7452 0 0 99 0 0
1582078097 2 0 0 61458540 1180148 1391928 0 0 0 0 3232 5537 0 0 100 0 0
1582078098 3 0 0 61458792 1180620 1391776 0 0 0 0 3232 5256 0 0 100 0 0
1582078099 11 0 0 61441368 1197000 1394104 0 0 0 1076 51765 99044 13 3 85 0 0
1582078100 5 0 0 61405728 1233756 1392660 0 0 0 8000 90672 186642 29 5 65 0 0
1582078101 9 1 0 61353008 1235084 1445696 0 0 0 7652 64705 138310 31 5 64 0 0
1582078102 21 0 0 61336152 1238308 1456884 0 0 0 5576 66608 137195 31 4 65 0 0
1582078103 7 0 0 61318576 1239136 1473860 0 0 0 4008 77644 157272 34 5 61 0 0
1582078104 3 0 0 61220732 1244180 1566656 0 0 0 10208 76813 177299 34 6 59 1 0
1582078105 1 0 0 61159164 1269996 1602504 0 0 0 8712 77180 165936 37 6 57 0 0
1582078106 32 0 0 61118572 1276600 1636340 0 0 0 8476 79230 162925 34 6 60 0 0
1582078107 8 0 0 61064496 1302416 1663236 0 0 0 8740 72029 158564 36 6 58 0 0
1582078108 25 0 0 61047144 1311072 1670844 0 0 0 4696 71081 150272 34 5 61 0 0
1582078109 8 0 0 61035028 1349260 1645384 0 0 0 8628 71630 149601 30 5 65 0 0
1582078110 5 0 0 61015920 1361080 1651044 0 0 0 8276 68971 146278 36 5 59 0 0
1582078111 5 0 0 61009972 1377948 1641460 0 0 0 8928 72247 152219 35 4 60 0 0
1582078112 3 0 0 60994032 1391664 1641624 0 0 0 8592 73671 156452 34 5 61 0 0
1582078113 2 0 0 60960468 1406332 1662900 0 0 0 4800 80377 168533 33 6 61 0 0
1582078114 3 0 0 60934296 1429200 1664608 0 0 0 8800 77740 170212 39 5 55 0 0
1582078115 3 0 0 60926168 1429692 1670928 0 0 0 8780 77390 173086 37 6 56 1 0
1582078116 8 0 0 60916680 1433360 1678020 0 0 0 8792 76745 159245 35 5 59 0 0
1582078117 25 0 0 60887216 1437540 1702220 0 0 0 5816 71673 158681 36 5 58 0 0
1582078118 21 0 0 60871852 1457464 1696636 0 0 0 7416 73609 160483 33 5 62 0 0
1582078119 11 0 0 60863680 1470004 1693392 0 0 0 8572 61381 138678 31 5 64 0 0
1582078120 2 0 0 60867088 1472832 1684972 0 0 0 4244 31559 68368 13 2 85 0 0
1582078121 2 0 0 60871396 1472724 1679944 0 0 0 644 2052 2997 1 0 99 0 0
1582078122 1 0 0 60880192 1472728 1671140 0 0 0 264 2320 2956 0 0 99 0 0
1582078123 1 0 0 60887116 1471920 1664144 0 0 0 0 2366 3120 1 0 99 0 0
1582078124 1 0 0 60895352 1471632 1656388 0 0 0 0 2073 2818 1 1 99 0 0
1582078125 1 0 0 60903288 1471636 1649060 0 0 0 0 1764 2253 0 0 100 0 0
1582078126 1 0 0 60917040 1471636 1635196 0 0 0 0 1851 2471 0 0 100 0 0
1582078127 1 0 0 60916888 1472240 1636140 0 0 0 1380 27749 78853 3 1 96 0 0
1582078128 1 0 0 60924000 1472168 1628300 0 0 0 0 2174 2977 1 0 99 0 0
1582078129 1 0 0 60954092 1472076 1598156 0 0 20 0 3778 5148 0 0 99 0 0
1582078130 1 0 0 60958560 1472076 1594052 0 0 0 0 2390 3827 0 0 100 0 0
1582078131 1 0 0 60959372 1472080 1593728 0 0 0 0 2417 3953 0 0 100 0 0
1582078132 2 0 0 60961312 1472088 1591984 0 0 0 0 2299 3915 0 0 100 0 0
1582078133 1 0 0 60964084 1472088 1589544 0 0 0 7712 2631 4316 0 0 99 0 0
1582078134 1 0 0 60965744 1472084 1587428 0 0 0 0 2633 4205 0 0 99 0 0
1582078135 2 0 0 60967140 1472084 1587008 0 0 0 0 2380 3862 0 0 100 0 0
1582078136 1 0 0 60967276 1472084 1585756 0 0 0 0 2326 3797 0 0 99 0 0
1582078137 1 0 0 60969824 1472088 1583252 0 0 0 0 2262 3596 0 0 100 0 0
1582078138 1 0 0 60970700 1472088 1582768 0 0 0 0 2721 4375 0 0 99 0 0
1582078139 1 0 0 60970712 1472088 1582948 0 0 0 0 2476 3925 0 0 100 0 0
1582078140 1 0 0 60969564 1472096 1583416 0 0 0 0 2815 4605 0 0 99 0 0
1582078141 1 0 0 60970076 1472096 1582728 0 0 0 0 2281 3804 0 0 100 0 0
1582078142 1 0 0 60969864 1472096 1582996 0 0 0 0 2582 4059 0 0 100 0 0
1582078143 2 0 0 60970132 1472556 1582300 0 0 0 0 2878 4637 1 0 99 0 0
1582078144 1 0 0 60969632 1472588 1582328 0 0 0 0 2437 3919 0 0 99 0 0
1582078145 1 0 0 60970860 1472588 1582092 0 0 0 0 2288 3844 0 0 99 0 0
1582078146 1 0 0 60970708 1472588 1582232 0 0 0 0 2197 3524 0 0 100 0 0
1582078147 1 0 0 60970544 1472588 1582244 0 0 0 0 2477 4109 0 0 100 0 0
1582078148 1 0 0 60969964 1472588 1582448 0 0 0 0 2647 4312 0 0 100 0 0
1582078149 2 0 0 60970068 1472668 1582384 0 0 0 0 2065 3202 0 0 100 0 0
1582078150 1 0 0 60970360 1472704 1582112 0 0 0 0 1757 2593 0 0 100 0 0
1582078151 1 0 0 60969604 1472704 1581868 0 0 0 0 1836 2804 0 0 99 0 0
1582078152 2 0 0 60970532 1472708 1581984 0 0 0 0 1600 2331 0 0 99 0 0
1582078153 1 0 0 60970812 1472708 1582008 0 0 0 68 1904 2800 0 0 100 0 0
1582078154 2 0 0 60964716 1472884 1588464 0 0 0 188 16473 48084 2 1 97 0 0
1582078155 1 0 0 60960156 1473352 1591808 0 0 0 1304 12947 32904 1 1 98 0 0
1582078156 1 0 0 60962220 1473352 1590096 0 0 0 0 1573 2319 0 0 100 0 0
1582078157 1 0 0 60962224 1473352 1589984 0 0 0 0 1546 2291 0 0 100 0 0
1582078158 1 0 0 60980328 1473196 1571612 0 0 0 76 2156 3239 0 0 99 0 0
1582078159 1 0 0 60981036 1473196 1571040 0 0 0 0 1927 2860 0 0 99 0 0
1582078160 1 0 0 60980976 1473196 1570232 0 0 0 0 2205 3262 1 0 99 0 0
1582078161 1 0 0 60981700 1473236 1569432 0 0 0 388 2027 3452 0 0 99 0 0
1582078162 1 0 0 60983124 1473224 1568400 0 0 0 0 1774 2553 0 0 100 0 0
1582078163 1 0 0 60983724 1473224 1567676 0 0 0 0 2044 3005 0 0 99 0 0
1582078164 1 0 0 60985736 1473228 1565024 0 0 0 0 1928 2866 0 0 99 0 0
1582078165 2 0 0 60985516 1473228 1565024 0 0 0 0 1534 2254 0 0 100 0 0
